Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides blank	Peptides clp1_p	Peptides clp1_s	Peptides clp2_p	Peptides clp2_s	Peptides pool_p	Peptides pool_s	Peptides wt_p	Peptides wt_s	Razor + unique peptides blank	Razor + unique peptides clp1_p	Razor + unique peptides clp1_s	Razor + unique peptides clp2_p	Razor + unique peptides clp2_s	Razor + unique peptides pool_p	Razor + unique peptides pool_s	Razor + unique peptides wt_p	Razor + unique peptides wt_s	Unique peptides blank	Unique peptides clp1_p	Unique peptides clp1_s	Unique peptides clp2_p	Unique peptides clp2_s	Unique peptides pool_p	Unique peptides pool_s	Unique peptides wt_p	Unique peptides wt_s	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Sequence coverage blank [%]	Sequence coverage clp1_p [%]	Sequence coverage clp1_s [%]	Sequence coverage clp2_p [%]	Sequence coverage clp2_s [%]	Sequence coverage pool_p [%]	Sequence coverage pool_s [%]	Sequence coverage wt_p [%]	Sequence coverage wt_s [%]	Intensity	Intensity blank	Intensity clp1_p	Intensity clp1_s	Intensity clp2_p	Intensity clp2_s	Intensity pool_p	Intensity pool_s	Intensity wt_p	Intensity wt_s	iBAQ	iBAQ blank	iBAQ clp1_p	iBAQ clp1_s	iBAQ clp2_p	iBAQ clp2_s	iBAQ pool_p	iBAQ pool_s	iBAQ wt_p	iBAQ wt_s	LFQ intensity blank	LFQ intensity clp1_p	LFQ intensity clp1_s	LFQ intensity clp2_p	LFQ intensity clp2_s	LFQ intensity pool_p	LFQ intensity pool_s	LFQ intensity wt_p	LFQ intensity wt_s	MS/MS count blank	MS/MS count clp1_p	MS/MS count clp1_s	MS/MS count clp2_p	MS/MS count clp2_s	MS/MS count pool_p	MS/MS count pool_s	MS/MS count wt_p	MS/MS count wt_s	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
AT1G27400.1	AT1G27400.1	5	1	1	AT1G27400.1 | Ribosomal protein L22p/L17e family protein | Chr1:9515230-9516725 FORWARD LENGTH=176 | 201606	1	5	1	1	1	0	4	0	4	3	0	1	5	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	25.6	5.7	5.7	19.897	176	176	1	7	0.0084877	2.4258	5.7	0	21.6	0	21.6	15.9	0	5.1	25.6	12416000	0	0	3278900	0	1558200	0	0	0	7579100	1241600	0	0	327890	0	155820	0	0	0	757910	0	0	0	0	0	0	0	0	130180	0	0	2	0	1	0	0	0	4	7				136	2034;5832;6737;9088;9177	False;False;False;False;True	2093;6010;6934;9335;9426	23934;70955;70956;70957;70958;70959;70960;70961;70962;70963;70964;70965;70966;81204;81205;81206;81207;81208;81209;81210;81211;81212;81213;81214;81215;81216;81217;111438;111439;111440;111441;111442;111443;111444;111445;111446;111447;111448;111449;111450;111451;111452;111453;111454;111455;111456;111457;111458;111459;112524;112525;112526;112527;112528;112529;112530	25386;75370;75371;75372;75373;75374;75375;75376;75377;75378;75379;75380;75381;86224;86225;86226;86227;86228;86229;86230;86231;86232;86233;86234;86235;86236;86237;118382;118383;118384;118385;118386;118387;118388;118389;118390;118391;118392;118393;118394;118395;118396;118397;118398;118399;118400;118401;118402;118403;119547;119548;119549;119550;119551;119552;119553	25386;75381;86235;118392;119548		
AT1G27435.1	AT1G27435.1	2	2	2	AT1G27435.1 | hypothetical protein | Chr1:9527956-9528814 REVERSE LENGTH=81 | 201606	1	2	2	2	0	1	2	1	2	2	0	1	2	0	1	2	1	2	2	0	1	2	0	1	2	1	2	2	0	1	2	32.1	32.1	32.1	8.764	81	81	1	33	0	6.7595	0	21	32.1	21	32.1	32.1	0	21	32.1	97835000	0	1589900	36007000	396110	26083000	3423100	0	1737000	28598000	19567000	0	317980	7201400	79221	5216700	684620	0	347410	5719600	0	0	543270	0	382740	282110	0	0	409360	0	4	11	2	11	3	0	3	8	42				137	134;8836	True;True	135;9076	1542;1543;1544;1545;1546;1547;1548;1549;1550;1551;1552;1553;1554;1555;1556;1557;1558;1559;1560;1561;108173;108174;108175;108176;108177;108178;108179;108180;108181;108182;108183;108184;108185	1628;1629;1630;1631;1632;1633;1634;1635;1636;1637;1638;1639;1640;1641;1642;1643;1644;1645;1646;1647;1648;1649;1650;1651;1652;1653;114917;114918;114919;114920;114921;114922;114923;114924;114925;114926;114927;114928;114929;114930;114931;114932;114933	1632;114923		
AT1G27450.1;AT1G27450.3	AT1G27450.1;AT1G27450.3	1;1	1;1	1;1	AT1G27450.1 | adenine phosphoribosyl transferase 1 | Chr1:9532042-9533807 FORWARD LENGTH=243 | 201606;AT1G27450.3 | adenine phosphoribosyl transferase 1 | Chr1:9532042-9533807 FORWARD LENGTH=284 | 201606	2	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	5.3	5.3	5.3	26.396	243	243;284	1	5	0.0024938	3.0966	0	5.3	0	5.3	0	0	0	5.3	0	3796100	0	3203200	0	0	0	0	0	592870	0	292010	0	246400	0	0	0	0	0	45605	0	0	107020	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3				138	1416	True	1459	17271;17272;17273;17274;17275	18239;18240;18241;18242;18243	18242		
AT1G28210.3;AT1G28210.1;AT1G28210.2	AT1G28210.3;AT1G28210.1;AT1G28210.2	1;1;1	1;1;1	1;1;1	AT1G28210.3 | DNAJ heat shock family protein | Chr1:9854598-9859464 FORWARD LENGTH=400 | 201606;AT1G28210.1 | DNAJ heat shock family protein | Chr1:9854598-9859884 FORWARD LENGTH=408 | 201606;AT1G28210.2 | DNAJ heat shock family protein | Chr1:9854598-9859	3	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	3.5	3.5	3.5	44.787	400	400;408;427	1	7	0	14.231	0	0	3.5	0	3.5	3.5	0	0	3.5	5510400	0	0	1804000	0	2362600	618890	0	0	724870	211940	0	0	69385	0	90870	23803	0	0	27880	0	0	0	0	55621	0	0	0	0	0	0	2	0	2	1	0	0	2	7				139	6144	True	6332	74960;74961;74962;74963;74964;74965;74966	79629;79630;79631;79632;79633;79634;79635	79632		
AT1G28510.1	AT1G28510.1	3	3	3	AT1G28510.1 | Optic atrophy 3 protein (OPA3) | Chr1:10024036-10025939 FORWARD LENGTH=171 | 201606	1	3	3	3	0	0	2	0	3	1	0	0	2	0	0	2	0	3	1	0	0	2	0	0	2	0	3	1	0	0	2	27.5	27.5	27.5	19.179	171	171	1	22	0	9.1037	0	0	19.3	0	27.5	6.4	0	0	19.3	159500000	0	0	31549000	0	60026000	3837900	0	0	64088000	14500000	0	0	2868100	0	5456900	348900	0	0	5826200	0	0	750610	0	916790	0	0	0	965080	0	0	6	0	11	1	0	0	8	26				140	2975;3865;7027	True;True;True	3050;3964;7228	35342;35343;35344;35345;35346;35347;35348;35349;35350;35351;35352;47401;84725;84726;84727;84728;84729;84730;84731;84732;84733;84734	37438;37439;37440;37441;37442;37443;37444;37445;37446;37447;37448;37449;37450;37451;37452;37453;50310;90023;90024;90025;90026;90027;90028;90029;90030;90031;90032	37450;50310;90032		
AT1G28540.1	AT1G28540.1	3	3	3	AT1G28540.1 | transmembrane protein | Chr1:10035696-10036007 FORWARD LENGTH=103 | 201606	1	3	3	3	0	0	3	0	2	2	0	1	2	0	0	3	0	2	2	0	1	2	0	0	3	0	2	2	0	1	2	42.7	42.7	42.7	11.463	103	103	1	25	0	8.5687	0	0	42.7	0	30.1	30.1	0	12.6	30.1	127680000	0	0	47863000	0	34668000	4654000	0	707970	39786000	25536000	0	0	9572600	0	6933600	930790	0	141590	7957300	0	0	585860	0	571150	496770	0	0	627200	0	0	9	0	7	2	0	1	7	26				141	4512;7221;9226	True;True;True	4633;7427;9476	55511;55512;86886;86887;86888;86889;86890;86891;86892;86893;86894;86895;86896;113157;113158;113159;113160;113161;113162;113163;113164;113165;113166;113167;113168	58869;58870;92316;92317;92318;92319;92320;92321;92322;92323;92324;92325;92326;120219;120220;120221;120222;120223;120224;120225;120226;120227;120228;120229;120230;120231	58869;92316;120220		
AT1G28960.7;AT1G28960.6;AT1G28960.5;AT1G28960.3;AT1G28960.1	AT1G28960.7;AT1G28960.6;AT1G28960.5;AT1G28960.3;AT1G28960.1	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	AT1G28960.7 | nudix hydrolase homolog 15 | Chr1:10110020-10111607 REVERSE LENGTH=285 | 201606;AT1G28960.6 | nudix hydrolase homolog 15 | Chr1:10110020-10111607 REVERSE LENGTH=285 | 201606;AT1G28960.5 | nudix hydrolase homolog 15 | Chr1:10110135-10111607 RE	5	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	6.3	6.3	6.3	31.898	285	285;285;293;293;293	1	4	0.002461	2.9982	0	0	0	6.3	0	0	0	6.3	0	4647600	0	0	0	3214900	0	0	0	1432700	0	309840	0	0	0	214330	0	0	0	95511	0	0	0	0	127110	0	0	0	0	0	0	0	0	3	0	0	0	1	0	4				142	113	True	114	1209;1210;1211;1212	1272;1273;1274;1275	1274		
AT1G29470.2;AT1G29470.1	AT1G29470.2;AT1G29470.1	2;2	2;2	2;2	AT1G29470.2 | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | Chr1:10310424-10313369 REVERSE LENGTH=770 | 201606;AT1G29470.1 | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | Chr1:10310424-10313369 REVE	2	2	2	2	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	4.5	4.5	4.5	87.204	770	770;770	1	3	0.0008643	3.3806	0	0	2.6	0	2.6	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	3				143	2025;7006	True;True	2083;7207	23824;23825;84510	25264;25265;89791	25265;89791		
AT1G29810.2;AT1G29810.1	AT1G29810.2;AT1G29810.1	2;2	2;2	2;2	AT1G29810.2 | Transcriptional coactivator/pterin dehydratase | Chr1:10435606-10436937 REVERSE LENGTH=148 | 201606;AT1G29810.1 | Transcriptional coactivator/pterin dehydratase | Chr1:10435606-10437406 REVERSE LENGTH=187 | 201606	2	2	2	2	0	1	1	2	1	1	1	1	1	0	1	1	2	1	1	1	1	1	0	1	1	2	1	1	1	1	1	18.2	18.2	18.2	16.38	148	148;187	1	24	0	16.086	0	8.8	8.8	18.2	8.8	8.8	8.8	8.8	8.8	74003000	0	9849100	14669000	10100000	17613000	1890600	2797600	1627000	15456000	7400300	0	984910	1466900	1010000	1761300	189060	279760	162700	1545600	0	0	0	0	0	0	0	0	264730	0	4	4	6	4	1	1	2	5	27				144	621;8059	True;True	634;8284	7263;7264;7265;7266;7267;7268;7269;7270;7271;7272;7273;7274;7275;7276;7277;7278;7279;7280;7281;7282;7283;7284;98556;98557	7655;7656;7657;7658;7659;7660;7661;7662;7663;7664;7665;7666;7667;7668;7669;7670;7671;7672;7673;7674;7675;7676;7677;7678;7679;104729;104730	7660;104730		
AT1G29900.1	AT1G29900.1	6	6	6	AT1G29900.1 | carbamoyl phosphate synthetase B | Chr1:10468164-10471976 FORWARD LENGTH=1187 | 201606	1	6	6	6	1	6	0	4	1	0	1	3	0	1	6	0	4	1	0	1	3	0	1	6	0	4	1	0	1	3	0	6.6	6.6	6.6	129.96	1187	1187	1	31	0	17.111	1.3	6.6	0	4	1.3	0	0.8	2.9	0	48242000	0	20997000	0	10387000	1122200	0	1775400	13960000	0	765740	0	333290	0	164870	17813	0	28181	221590	0	0	614140	0	480110	0	0	0	813360	0	1	10	0	8	1	0	1	8	0	29				145	4571;6909;7045;7064;7388;8470	True;True;True;True;True;True	4693;7110;7246;7265;7599;8703	56138;83279;83280;83281;83282;83283;83284;83285;83286;83287;83288;84858;84859;84860;85103;89215;89216;89217;89218;89219;89220;89221;89222;89223;89224;89225;103890;103891;103892;103893;103894	59536;88462;88463;88464;88465;88466;88467;88468;88469;88470;88471;90167;90168;90169;90433;94835;94836;94837;94838;94839;94840;94841;94842;94843;94844;94845;110387;110388;110389;110390;110391	59536;88464;90167;90433;94844;110387		
AT1G29930.1;AT1G29920.1;AT1G29910.1	AT1G29930.1;AT1G29920.1;AT1G29910.1	6;6;6	1;1;1	1;1;1	AT1G29930.1 | chlorophyll A/B binding protein 1 | Chr1:10478071-10478874 FORWARD LENGTH=267 | 201606;AT1G29920.1 | chlorophyll A/B-binding protein 2 | Chr1:10475089-10475892 REVERSE LENGTH=267 | 201606;AT1G29910.1 | chlorophyll A/B binding protein 3 | Chr1	3	6	1	1	4	3	6	2	6	4	1	4	6	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	31.5	13.9	13.9	28.241	267	267;267;267	1	11	0	40.032	25.1	11.2	31.5	6.7	31.5	11.2	3.7	11.2	31.5	575920000	3352700	0	261650000	0	84941000	0	0	0	225970000	71989000	419090	0	32706000	0	10618000	0	0	0	28247000	0	0	4836900	0	0	0	0	0	0	1	0	8	0	2	0	0	0	4	15				146	1854;2280;3081;6139;8874;9097	False;False;False;False;False;True	1908;2345;3159;6327;9114;9115;9345	22030;22031;22032;22033;22034;22035;22036;22037;22038;22039;22040;22041;22042;22043;22044;26815;26816;26817;26818;26819;26820;26821;26822;26823;26824;26825;26826;26827;26828;26829;26830;26831;26832;26833;26834;26835;36704;36705;36706;36707;36708;36709;36710;36711;36712;36713;36714;36715;36716;36717;36718;36719;74874;74875;74876;74877;74878;74879;74880;74881;74882;74883;74884;74885;74886;74887;74888;74889;74890;74891;74892;74893;74894;74895;74896;74897;74898;74899;74900;74901;74902;74903;74904;74905;74906;74907;74908;74909;74910;74911;74912;74913;74914;74915;74916;74917;74918;74919;108574;108575;108576;108577;108578;108579;108580;108581;108582;108583;108584;111557;111558;111559;111560;111561;111562;111563;111564;111565;111566;111567	23321;23322;23323;23324;23325;23326;23327;23328;23329;23330;23331;23332;23333;23334;23335;28451;28452;28453;28454;28455;28456;28457;28458;28459;28460;28461;28462;28463;28464;28465;28466;28467;28468;28469;28470;28471;28472;38862;38863;38864;38865;38866;38867;38868;38869;38870;38871;38872;38873;38874;38875;38876;38877;79543;79544;79545;79546;79547;79548;79549;79550;79551;79552;79553;79554;79555;79556;79557;79558;79559;79560;79561;79562;79563;79564;79565;79566;79567;79568;79569;79570;79571;79572;79573;79574;79575;79576;79577;79578;79579;79580;79581;79582;79583;79584;79585;79586;79587;79588;115335;115336;115337;115338;115339;115340;115341;115342;115343;115344;115345;118511;118512;118513;118514;118515;118516;118517;118518;118519;118520;118521;118522;118523;118524;118525	23321;28459;38872;79562;115338;118518	18	107
AT2G34590.1;AT1G30120.1	AT2G34590.1;AT1G30120.1	2;2	2;2	2;2	AT2G34590.1 | Transketolase family protein | Chr2:14568956-14570844 REVERSE LENGTH=406 | 201606;AT1G30120.1 | pyruvate dehydrogenase E1 beta | Chr1:10584350-10586477 REVERSE LENGTH=406 | 201606	2	2	2	2	0	2	0	0	0	0	1	2	0	0	2	0	0	0	0	1	2	0	0	2	0	0	0	0	1	2	0	4.7	4.7	4.7	44.015	406	406;406	1	12	0	4.3562	0	4.7	0	0	0	0	2.2	4.7	0	31911000	0	9420600	0	0	0	0	1977700	20513000	0	1772800	0	523370	0	0	0	0	109870	1139600	0	0	645200	0	0	0	0	0	698590	0	0	3	0	0	0	0	1	8	0	12				147	3298;8472	True;True	3379;8705	39440;39441;39442;39443;39444;39445;103901;103902;103903;103904;103905;103906	41838;41839;41840;41841;41842;41843;110398;110399;110400;110401;110402;110403	41841;110401		
AT1G30510.3;AT1G30510.1;AT1G30510.2;AT4G05390.2;AT4G05390.1	AT1G30510.3;AT1G30510.1;AT1G30510.2	9;8;8;2;2	9;8;8;2;2	9;8;8;2;2	AT1G30510.3 | root FNR 2 | Chr1:10807150-10808292 REVERSE LENGTH=317 | 201606;AT1G30510.1 | root FNR 2 | Chr1:10807150-10808984 REVERSE LENGTH=381 | 201606;AT1G30510.2 | root FNR 2 | Chr1:10807150-10808984 REVERSE LENGTH=382 | 201606	5	9	9	9	0	8	1	5	0	0	1	8	0	0	8	1	5	0	0	1	8	0	0	8	1	5	0	0	1	8	0	25.9	25.9	25.9	35.671	317	317;381;382;350;378	1	44	0	17.126	0	23	2.5	15.1	0	0	2.5	25.9	0	131920000	0	62813000	2547500	25929000	0	0	4561300	36068000	0	6943100	0	3306000	134080	1364700	0	0	240070	1898300	0	0	1871400	0	1326300	0	0	0	1801900	0	0	19	1	8	0	0	1	17	0	46				148	3685;4030;5549;5623;6527;7406;9023;9099;9100	True;True;True;True;True;True;True;True;True	3772;4137;5690;5772;6722;7618;9268;9347;9348	44844;44845;44846;44847;44848;44849;44850;44851;49363;49364;67723;67724;67725;67726;67727;67728;67729;67730;67731;67732;68538;68539;68540;68541;68542;68543;68544;78977;78978;89358;110510;110511;110512;110513;111574;111575;111576;111577;111578;111579;111580;111581;111582;111583	47570;47571;47572;47573;47574;47575;47576;47577;47578;52396;52397;71866;71867;71868;71869;71870;71871;71872;71873;71874;71875;72740;72741;72742;72743;72744;72745;72746;72747;83894;83895;83896;94984;117391;117392;117393;117394;118532;118533;118534;118535;118536;118537;118538;118539;118540;118541	47576;52397;71874;72742;83894;94984;117391;118532;118537		
AT1G30960.1	AT1G30960.1	4	4	4	AT1G30960.1 | GTP-binding family protein | Chr1:11037755-11039977 REVERSE LENGTH=437 | 201606	1	4	4	4	0	2	4	2	3	1	1	0	0	0	2	4	2	3	1	1	0	0	0	2	4	2	3	1	1	0	0	11.7	11.7	11.7	49.67	437	437	1	25	0	7.9952	0	6.4	11.7	6.4	9.6	3	3.4	0	0	68159000	0	12176000	17574000	5506200	29097000	2478000	1327400	0	0	3245700	0	579830	836860	262200	1385600	118000	63210	0	0	0	382090	402740	341690	348630	0	0	0	0	0	6	5	4	8	1	1	0	0	25				149	3696;4570;7087;8033	True;True;True;True	3783;4692;7288;8258	44952;56127;56128;56129;56130;56131;56132;56133;56134;56135;56136;56137;85437;85438;98090;98091;98092;98093;98094;98095;98096;98097;98098;98099;98100	47681;59525;59526;59527;59528;59529;59530;59531;59532;59533;59534;59535;90783;90784;104209;104210;104211;104212;104213;104214;104215;104216;104217;104218;104219	47681;59533;90783;104215		
AT1G31180.1;AT1G31180.2;AT1G80560.1	AT1G31180.1;AT1G31180.2	3;3;1	1;1;0	1;1;0	AT1G31180.1 | isopropylmalate dehydrogenase 3 | Chr1:11142843-11144617 REVERSE LENGTH=404 | 201606;AT1G31180.2 | isopropylmalate dehydrogenase 3 | Chr1:11142843-11144662 REVERSE LENGTH=419 | 201606	3	3	1	1	0	2	0	1	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	8.4	3	3	43.847	404	404;419;405	1	1	0.00087336	3.4308	0	5.4	0	3	0	0	3	8.4	0	1310400	0	0	0	0	0	0	0	1310400	0	65522	0	0	0	0	0	0	0	65522	0	0	0	0	0	0	0	0	60352	0	0	0	0	0	0	0	0	1	0	1				150	1895;3491;7601	False;True;False	1950;3574;7819	22429;22430;22431;22432;22433;42301;92403;92404	23733;23734;23735;23736;23737;44877;98198;98199	23737;44877;98198		
AT1G31330.1	AT1G31330.1	4	4	4	AT1G31330.1 | photosystem I subunit F | Chr1:11215011-11215939 REVERSE LENGTH=221 | 201606	1	4	4	4	3	0	3	0	3	3	0	1	3	3	0	3	0	3	3	0	1	3	3	0	3	0	3	3	0	1	3	18.6	18.6	18.6	24.173	221	221	1	27	0	19.814	14	0	14	0	14	14	0	5	14	192550000	11616000	0	76829000	0	11104000	18062000	0	3240700	71699000	16046000	968020	0	6402400	0	925340	1505100	0	270060	5974900	15304000	0	1342600	0	984240	1318300	0	0	1604500	7	0	8	0	3	4	0	1	7	30				151	1675;1775;2716;7437	True;True;True;True	1724;1827;2787;7649	19965;19966;19967;19968;19969;19970;19971;19972;19973;21343;21344;21345;21346;21347;21348;21349;21350;21351;21352;21353;32210;32211;32212;32213;32214;32215;89848	21144;21145;21146;21147;21148;21149;21150;21151;21152;21153;21154;22610;22611;22612;22613;22614;22615;22616;22617;22618;22619;22620;22621;34139;34140;34141;34142;34143;34144;95493	21145;22617;34140;95493		
AT1G31817.1	AT1G31817.1	6	6	6	AT1G31817.1 | Ribosomal L18p/L5e family protein | Chr1:11414932-11416356 REVERSE LENGTH=314 | 201606	1	6	6	6	0	6	5	4	4	2	3	3	5	0	6	5	4	4	2	3	3	5	0	6	5	4	4	2	3	3	5	19.7	19.7	19.7	33.926	314	314	1	87	0	60.086	0	19.7	19.7	19.7	16.2	8.6	15.6	15.6	19.7	370900000	0	40561000	118780000	16829000	87275000	6867300	6360700	12103000	82126000	23181000	0	2535100	7423700	1051800	5454700	429210	397550	756440	5132800	0	1045700	1197000	808880	1441600	1298100	828120	531480	1104600	0	16	21	9	18	4	3	7	16	94				152	1980;2455;3786;4486;5777;6104	True;True;True;True;True;True	2038;2522;3878;4607;5950;6292	23362;23363;23364;23365;23366;23367;23368;23369;28918;28919;28920;28921;28922;28923;28924;28925;28926;28927;28928;28929;28930;28931;28932;28933;28934;28935;28936;28937;28938;28939;46431;46432;46433;46434;46435;46436;46437;46438;46439;46440;46441;46442;46443;46444;55280;55281;55282;55283;55284;55285;55286;55287;55288;55289;55290;55291;55292;55293;55294;55295;55296;55297;55298;55299;55300;55301;55302;55303;55304;55305;55306;55307;55308;70432;74574;74575;74576;74577;74578;74579;74580;74581;74582;74583;74584;74585;74586	24760;24761;24762;24763;24764;24765;24766;24767;24768;30683;30684;30685;30686;30687;30688;30689;30690;30691;30692;30693;30694;30695;30696;30697;30698;30699;30700;30701;30702;30703;30704;30705;30706;30707;30708;49272;49273;49274;49275;49276;49277;49278;49279;49280;49281;49282;49283;49284;49285;49286;49287;58626;58627;58628;58629;58630;58631;58632;58633;58634;58635;58636;58637;58638;58639;58640;58641;58642;58643;58644;58645;58646;58647;58648;58649;58650;58651;58652;58653;58654;58655;58656;74817;79215;79216;79217;79218;79219;79220;79221;79222;79223;79224;79225;79226;79227	24764;30686;49283;58648;74817;79225		
AT1G32260.1	AT1G32260.1	2	2	2	AT1G32260.1 | envelope glycoprotein | Chr1:11640760-11641784 REVERSE LENGTH=202 | 201606	1	2	2	2	0	0	2	0	1	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0	2	0	1	0	0	0	1	13.4	13.4	13.4	23.694	202	202	1	4	0	5.2182	0	0	13.4	0	7.4	0	0	0	7.4	7136600	0	0	3045100	0	2214200	0	0	0	1877300	713660	0	0	304510	0	221420	0	0	0	187730	0	0	52089	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	3				153	6953;7881	True;True	7154;8101	83987;96190;96191;96192	89223;102192;102193;102194	89223;102194		
