name,ID,clp1p__vs_wtp__p.val,clp1s__vs_wts__p.val,clp2p__vs_wtp__p.val,clp2s__vs_wts__p.val,clp1p__vs_wtp__p.adj,clp1s__vs_wts__p.adj,clp2p__vs_wtp__p.adj,clp2s__vs_wts__p.adj,clp1p__vs_wtp__significant,clp1s__vs_wts__significant,clp2p__vs_wtp__significant,clp2s__vs_wts__significant,significant,clp1p__vs_wtp__ratio,clp1s__vs_wts__ratio,clp2p__vs_wtp__ratio,clp2s__vs_wts__ratio,clp1p__centered,clp1s__centered,clp2p__centered,clp2s__centered,wtp__centered,wts__centered
BCE2,AT3G06850.2,0.9289779235653914,0.1556812143549466,0.876259896524015,0.18475182365017073,0.791,0.45,0.644,0.833,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0459,-0.751,0.0866,-0.699,0.147,-0.45,0.279,-0.399,0.193,0.3
BGLU21,AT1G66270.2,0.1346101596518017,0.30153304106477885,0.010891100462298164,0.048878897145387665,0.391,0.638,0.051,0.662,FALSE,FALSE,FALSE,FALSE,FALSE,-0.574,-0.39,-1.12,-0.772,-2.3,2.05,-2.84,1.67,-1.72,2.44
BGLU22,AT1G66280.1,0.18158291261811488,0.22391311932470284,0.8406458254258075,0.10704394174362288,0.46,0.557,0.635,0.774,FALSE,FALSE,FALSE,FALSE,FALSE,-0.484,-0.439,-0.0769,-0.59,-3.37,2.73,-2.96,2.57,-2.88,3.17
BOLA4,AT5G17560.1,0.6427314574051695,0.8826040572131446,0.9903528289839933,0.21615828257813607,0.731,0.851,0.669,0.847,FALSE,FALSE,FALSE,FALSE,FALSE,0.064,0.0203,-0.0018,0.174,0.421,-0.393,0.356,-0.239,0.357,-0.413
CA2,AT1G47260.1,0.050160533679623226,0.9213299571126403,0.09727728872993059,0.9260850001488721,0.22,0.856,0.228,0.938,FALSE,FALSE,FALSE,FALSE,FALSE,-1.63,-0.0778,-1.46,-0.0731,-4.17,3.21,-4,3.21,-2.54,3.29
CAC3,AT2G38040.2,0.41368406777243005,0.2759176089879261,0.05340083019728705,0.028514462652557512,0.646,0.615,0.162,0.567,FALSE,FALSE,FALSE,FALSE,FALSE,-0.294,-0.394,-0.782,-0.833,0.0578,-0.0143,-0.43,-0.453,0.352,0.38
CAL1,AT5G63510.1,0.03561729883166685,0.9588269944909881,0.18684404738412155,0.9453382403640699,0.18,0.861,0.32,0.938,FALSE,FALSE,FALSE,FALSE,FALSE,-0.919,0.0213,-0.601,0.0282,-3.22,2.57,-2.9,2.58,-2.3,2.55
CARB,AT1G29900.1,0.3450890773613766,0.663745032080777,0.7734112380196412,0.9851817756319674,0.608,0.808,0.618,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,0.382,0.174,-0.125,-0.00743,0.708,-0.276,0.201,-0.458,0.326,-0.451
CAS,AT5G23060.1,0.12637945842272544,0.7737094836498845,0.04622998120984827,0.3491349268609576,0.377,0.832,0.149,0.884,FALSE,FALSE,FALSE,FALSE,FALSE,-0.635,0.116,-0.914,-0.381,-2.11,1.99,-2.39,1.5,-1.47,1.88
CAT1,AT1G20630.1,0.048337185541982644,0.9996124054538198,0.061526108576639184,0.7412810758057145,0.215,0.867,0.175,0.928,FALSE,FALSE,FALSE,FALSE,FALSE,-1.55,-3.62e-4,-1.58,0.247,-1.63,0.897,-1.65,1.14,-0.0728,0.897
CAT2,AT4G35090.1,0.07517514550479332,0.14775004571258504,0.28730760070568373,0.005282034083591991,0.281,0.435,0.399,0.251,FALSE,FALSE,FALSE,FALSE,FALSE,-0.32,0.257,0.201,0.536,-0.74,0.434,-0.219,0.713,-0.42,0.177
CAT3,AT1G20620.1,0.3108069553941621,0.6257995880774306,0.07428693385583918,0.7279755330916875,0.584,0.798,0.194,0.927,FALSE,FALSE,FALSE,FALSE,FALSE,-0.221,0.105,-0.433,-0.075,-0.0383,0.11,-0.25,-0.0707,0.183,0.00427
CBR1,AT5G17770.1,0.30701930156478846,0.5362030186400897,0.3043476136669758,0.2538958959997518,0.582,0.77,0.411,0.861,FALSE,FALSE,FALSE,FALSE,FALSE,-0.244,-0.147,0.265,-0.274,-1.54,1.2,-1.03,1.07,-1.29,1.34
CBSCBSPB3,AT3G52950.2,0.033437104497489045,0.1372432842225503,0.5299946873725696,0.35847569911434807,0.173,0.413,0.535,0.886,FALSE,FALSE,FALSE,FALSE,FALSE,-1.09,-0.737,-0.328,-0.447,-1.07,0.083,-0.307,0.373,0.0215,0.82
CBSX3,AT5G10860.1,0.9432643446122257,0.05452524427363102,0.20858367615305684,0.05294367128178403,0.794,0.188,0.337,0.674,FALSE,FALSE,FALSE,FALSE,FALSE,0.014,0.397,0.273,0.4,-1.05,1.03,-0.789,1.04,-1.06,0.635
CHLP,AT1G74470.1,0.007175763193483919,0.8540486263045282,0.08766496686596925,0.11566946357105626,0.0546,0.846,0.214,0.783,FALSE,FALSE,FALSE,FALSE,FALSE,-0.992,-0.0615,-0.641,-0.543,-2.2,1.74,-1.85,1.25,-1.2,1.8
CHY1,AT5G65940.4,0.042978580202346586,0.1484947335554151,0.8317738195471855,0.0784714815988335,0.201,0.436,0.633,0.733,FALSE,FALSE,FALSE,FALSE,FALSE,0.899,0.624,-0.0965,0.771,-0.292,0.976,-1.29,1.12,-1.19,0.351
CLPC1,AT5G50920.1,0.8004108132691297,0.07497310009098504,0.1583481778396469,0.38667970167164145,0.768,0.25,0.296,0.891,FALSE,FALSE,FALSE,FALSE,FALSE,-0.14,-1.03,-0.866,-0.484,0.932,-1.24,0.206,-0.7,1.07,-0.216
CNX1,AT5G61790.1,0.9184908635122438,0.05967978118604352,0.3656625476495019,0.33953563031984213,0.79,0.203,0.452,0.882,FALSE,FALSE,FALSE,FALSE,FALSE,0.0468,0.903,-0.452,0.442,-0.567,1.11,-1.07,0.654,-0.614,0.212
cobalt ion binding,AT1G71310.2,0.907516337527584,0.7487242557655441,0.18600250706081817,0.702215978247701,0.788,0.827,0.32,0.925,FALSE,FALSE,FALSE,FALSE,FALSE,0.0558,-0.154,-0.702,-0.184,0.655,-0.434,-0.103,-0.464,0.6,-0.28
complex 1 family protein / LVR family protein,AT3G62810.2,0.9809147874004744,0.37044324578805454,0.9949065576230671,0.3643643085807716,0.799,0.69,0.669,0.887,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0131,-0.495,0.00377,0.501,0.954,-1.38,0.971,-0.384,0.968,-0.886
CONTAINS InterPro DOMAIN/s: CHCH (InterPro:IPR010625),AT5G64400.1,0.028693849259316503,0.24150243604900945,0.06264952143840063,0.019501856595877342,0.157,0.578,0.176,0.495,FALSE,FALSE,FALSE,FALSE,FALSE,-0.835,-0.427,-0.754,-0.9,-1.38,0.978,-1.29,0.505,-0.541,1.41
Copper amine oxidase family protein,AT2G42490.1,0.5951071948699156,0.7234954060355594,0.7830189906780618,0.8958238128106701,0.717,0.822,0.62,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,0.117,0.0778,0.0654,-0.0288,-2.81,2.69,-2.86,2.58,-2.93,2.61
copper ion binding,AT4G05400.3,0.0472688123808947,0.11864215781193456,0.03324924227958949,0.1105826457841294,0.212,0.371,0.121,0.777,FALSE,FALSE,FALSE,FALSE,FALSE,0.312,0.241,0.365,0.246,-0.247,0.396,-0.195,0.402,-0.559,0.155
copper ion binding.1,AT4G12340.1,0.8703049016737677,0.5253915458135823,0.8183133618304101,0.003210035058940319,0.781,0.766,0.629,0.21,FALSE,FALSE,FALSE,FALSE,FALSE,0.0955,0.373,0.145,1.94,-0.571,0.145,-0.522,1.71,-0.667,-0.229
COQ3,AT2G30920.2,0.1960223056113371,0.9039156028167189,0.707240932263607,0.9577277097531433,0.478,0.854,0.598,0.939,FALSE,FALSE,FALSE,FALSE,FALSE,-0.478,-0.0437,-0.147,-0.0192,-0.699,0.376,-0.368,0.401,-0.221,0.42
COX11,AT1G02410.3,0.7202578450641784,0.9018624754057298,0.41152032025756613,0.3438064189547668,0.751,0.854,0.479,0.883,FALSE,FALSE,FALSE,FALSE,FALSE,0.176,0.0605,-0.439,-0.47,-0.55,0.914,-1.17,0.383,-0.726,0.853
COX17-1,AT1G53030.1,0.09489971615017798,0.38501129739823414,0.04656548277712179,0.5849449242787486,0.322,0.699,0.15,0.916,FALSE,FALSE,FALSE,FALSE,FALSE,0.628,-0.318,0.821,-0.198,-0.355,0.341,-0.162,0.46,-0.983,0.658
COX17-2,AT1G53030.1,0.47689622232260664,0.354938936962616,0.16601669482791356,0.5605133574087506,0.675,0.68,0.303,0.913,FALSE,FALSE,FALSE,FALSE,FALSE,0.243,-0.318,0.521,-0.198,-0.477,0.303,-0.199,0.422,-0.72,0.621
Cox19-like CHCH family protein,AT4G23760.1,0.8713906780056222,0.8074817038675388,0.23028634680550095,0.5186999882589194,0.781,0.838,0.353,0.909,FALSE,FALSE,FALSE,FALSE,FALSE,0.0563,0.0848,-0.459,0.226,-0.36,0.459,-0.876,0.6,-0.416,0.374
Cox19 family protein (CHCH motif).1,AT1G09794.1,0.26099791870095657,0.06401848025379962,0.4360799428206359,0.31492671424737617,0.545,0.216,0.492,0.877,FALSE,FALSE,FALSE,FALSE,FALSE,-0.473,-0.803,-0.351,-0.422,-0.258,-0.346,-0.136,0.0349,0.215,0.457
COX5B-1,AT3G15640.2,0.8822097150895907,0.3491615122905045,0.7150973900002033,0.8570962278952028,0.783,0.676,0.601,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0369,-0.236,0.0983,-0.0448,-0.563,0.327,-0.428,0.518,-0.526,0.563
COX5B-2,AT1G80230.1,0.1247274807562827,0.9867831221095955,0.386148703033492,0.8658577867282757,0.374,0.865,0.464,0.935,FALSE,FALSE,FALSE,FALSE,FALSE,1.36,-0.0142,0.812,0.145,-1.05,1.49,-1.6,1.65,-2.41,1.51
COX6A,AT4G37830.1,0.31158786028216223,0.12306204817323377,0.9669502036657277,0.9612356482998123,0.585,0.382,0.664,0.939,FALSE,FALSE,FALSE,FALSE,FALSE,0.645,-1,-0.0281,0.0305,-1.63,1.2,-2.3,2.23,-2.27,2.2
CPN10,AT1G14980.1,0.12798407034896678,0.7448689611370827,0.18810644211580746,0.7385595433320903,0.379,0.826,0.321,0.927,FALSE,FALSE,FALSE,FALSE,FALSE,-0.197,-0.0409,-0.183,0.0419,0.303,-0.388,0.318,-0.306,0.5,-0.347
CPN60,AT3G23990.1,0.6611974340777946,0.1208882626495696,0.9856820808897717,0.10597598062545442,0.736,0.377,0.668,0.772,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0465,-0.169,0.00205,-0.177,0.157,-0.225,0.206,-0.233,0.203,-0.056
CPN60A1,AT2G28000.1,0.38556492287169464,0.3896803457980458,0.12745642897171683,0.633970578847838,0.631,0.702,0.265,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,-0.427,0.423,-0.827,0.233,1.34,-1.07,0.944,-1.26,1.77,-1.49
CPN60B1,AT1G55490.5,0.2589435909479334,0.9404767603782047,0.022963304261138885,0.08664772557913117,0.543,0.859,0.0924,0.747,FALSE,FALSE,FALSE,FALSE,FALSE,-0.371,-0.0241,-0.852,-0.576,1.07,-0.81,0.591,-1.36,1.44,-0.786
CR88,AT2G04030.2,0.545244571208765,0.021370166728910338,0.05241342390558372,0.515163099390928,0.701,0.0852,0.161,0.909,FALSE,FALSE,FALSE,FALSE,FALSE,-0.186,0.758,-0.676,0.201,0.807,-0.241,0.317,-0.798,0.993,-0.999
CSD1,AT1G08830.2,0.520828337736815,0.7614086337247804,0.3922585311904231,0.3741098353890904,0.692,0.83,0.468,0.889,FALSE,FALSE,FALSE,FALSE,FALSE,-0.201,0.0946,-0.29,0.28,-0.225,0.131,-0.314,0.316,-0.0237,0.0366
CSD2,AT2G28190.1,0.8488085412487193,0.26024726711752055,0.5283429243624236,0.7034226409954857,0.777,0.599,0.535,0.925,FALSE,FALSE,FALSE,FALSE,FALSE,0.0943,0.566,-0.338,0.189,1.19,-0.637,0.758,-1.01,1.1,-1.2
CSE,AT1G52760.1,0.9953512034939784,0.25507222725716605,0.04261544537956055,0.20193574307245146,0.801,0.593,0.142,0.841,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0024,-0.477,-0.954,-0.537,-0.472,0.531,-1.42,0.471,-0.47,1.01
CSY2,AT3G58750.1,0.3921657601962497,0.8463470035031473,0.5747067579215958,0.8165772421969029,0.635,0.845,0.553,0.932,FALSE,FALSE,FALSE,FALSE,FALSE,-0.625,0.14,0.441,0.168,-2.68,2.02,-1.62,2.05,-2.06,1.88
CSY3,AT2G42790.1,0.07855492023412886,0.3149805596506064,0.5439684678710738,0.011466312124123223,0.287,0.65,0.541,0.391,FALSE,FALSE,FALSE,FALSE,FALSE,-0.462,0.256,-0.166,0.695,-1.81,1.37,-1.51,1.81,-1.35,1.11
CTIMC,AT3G55440.1,0.6518302840440089,0.6236415724957809,0.06374495237258944,0.223704089017708,0.733,0.797,0.178,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,0.134,-0.146,-0.623,-0.369,0.104,0.164,-0.654,-0.058,-0.0307,0.311
CURT1A,AT4G01150.1,0.9734042947983551,0.7625672130487152,0.12992666839463943,0.2047194813258407,0.798,0.83,0.268,0.842,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0107,-0.0971,-0.542,-0.416,-0.623,0.774,-1.15,0.455,-0.612,0.871
CYC12,AT5G40810.2,0.07907235056905637,0.9859350559430866,0.10376551604434364,0.8442539501017388,0.288,0.865,0.237,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,-1.03,-0.0099,-1.02,-0.11,-2.94,2.38,-2.94,2.28,-1.91,2.39
CYP19-3,AT3G56070.2,0.13530373519965117,0.7781803422672269,0.14499995354641734,0.794808134365068,0.392,0.833,0.284,0.931,FALSE,FALSE,FALSE,FALSE,FALSE,-0.231,-0.0423,-0.243,-0.0391,0.445,-0.497,0.433,-0.494,0.676,-0.454
CYP73A5,AT2G30490.1,0.7520971208237403,0.7295881630023993,0.01712784403247787,0.32477071338847285,0.758,0.823,0.0727,0.879,FALSE,FALSE,FALSE,FALSE,FALSE,-0.121,-0.132,-1.06,-0.381,-0.267,0.478,-1.21,0.23,-0.146,0.611
CYTB5-E,AT5G53560.1,0.5201099610037128,0.6233474488553674,0.7297284406159965,0.6192552439445967,0.692,0.797,0.605,0.919,FALSE,FALSE,FALSE,FALSE,FALSE,-0.299,0.228,-0.173,-0.231,-0.766,0.8,-0.64,0.341,-0.467,0.572
CYTC-1,AT1G22840.1,0.5186969414868179,0.7683271600043533,0.5409390064717958,0.2761901292875636,0.691,0.831,0.54,0.867,FALSE,FALSE,FALSE,FALSE,FALSE,-0.495,-0.225,-0.506,0.844,-1.88,1.13,-1.89,2.2,-1.38,1.35
"Cytochrome c oxidase, subunit Vib family protein",AT5G58005.2,0.7911681591747195,0.3920517158401482,0.5444120252606701,0.7103495448197246,0.766,0.703,0.541,0.926,FALSE,FALSE,FALSE,FALSE,FALSE,0.107,-0.348,-0.265,-0.15,-0.184,0.115,-0.555,0.313,-0.29,0.463
D2HGDH,AT4G36400.2,0.5478905401329258,0.0333076237045617,0.5966158127258319,0.7884756769855902,0.702,0.122,0.561,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,-0.152,-0.571,-0.145,-0.0678,0.861,-1.2,0.868,-0.696,1.01,-0.629
DAP,AT4G33680.1,0.32644956865947605,0.37735081490469735,0.1448352265988844,0.879349524983951,0.595,0.694,0.284,0.935,FALSE,FALSE,FALSE,FALSE,FALSE,-0.342,-0.307,-0.558,0.0523,0.535,-0.773,0.32,-0.414,0.878,-0.466
DAP13/B17.2,AT3G03100.1,0.43827186298076704,0.873475701479567,0.03969307272901817,0.1898287830195099,0.658,0.849,0.136,0.835,FALSE,FALSE,FALSE,FALSE,FALSE,-0.301,-0.0613,-0.906,-0.516,-2.47,2.45,-3.08,1.99,-2.17,2.51
DCD,AT1G48420.3,0.48542911045363646,0.19781491862943365,0.25943625904066697,0.043630276631273286,0.678,0.521,0.377,0.643,FALSE,FALSE,FALSE,FALSE,FALSE,-0.252,-0.472,-0.444,-0.764,0.41,-0.472,0.218,-0.764,0.662,1.71e-4
DELTA-OAT,AT5G46180.1,0.13709007457943997,0.4460360655769062,0.03416045541657656,0.06974470502832182,0.395,0.732,0.123,0.716,FALSE,FALSE,FALSE,FALSE,FALSE,0.186,0.0934,0.296,0.231,0.605,-0.534,0.714,-0.397,0.419,-0.628
DHNAT1,AT1G48320.1,0.4226938673988916,0.050903043633016766,0.7049161706104341,0.4536394340513227,0.651,0.176,0.598,0.901,FALSE,FALSE,FALSE,FALSE,FALSE,-0.387,-0.984,-0.196,0.361,-0.815,-0.205,-0.624,1.14,-0.428,0.778
DHQS,AT5G66120.2,0.6024795968948028,0.7272080523465694,0.05119755378278384,0.6794122381732602,0.719,0.823,0.158,0.923,FALSE,FALSE,FALSE,FALSE,FALSE,-0.169,-0.113,-0.716,-0.134,0.951,-0.822,0.404,-0.843,1.12,-0.709
"Dihydrolipoyllysine-residue acetyltransferase component 3 of pyruvate dehydrogenase complex, mitochondrial",AT1G54220.2,0.6103105684834462,0.07958686060553427,0.21229152934678222,0.018325713530540123,0.722,0.265,0.34,0.482,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0692,-0.247,-0.186,-0.344,-0.045,-0.00267,-0.162,-0.0998,0.0242,0.245
"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 1, mitochondrial",AT5G55070.2,0.994698059353502,0.18274681205322124,0.3009034023138729,0.554008124535315,0.801,0.498,0.409,0.913,FALSE,FALSE,FALSE,FALSE,FALSE,0.001,-0.206,-0.171,-0.0896,-0.442,0.342,-0.614,0.457,-0.443,0.547
"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 2, mitochondrial",AT4G26910.3,0.7168490108974457,0.10405781235996701,0.8012257296430756,0.16402519367918386,0.75,0.334,0.625,0.821,FALSE,FALSE,FALSE,FALSE,FALSE,0.0475,-0.22,-0.0356,-0.187,-0.445,0.36,-0.528,0.393,-0.492,0.58
DLD,AT5G06580.1,0.05538350962591358,0.7797477183230217,0.21243932351602013,0.9207526610387944,0.235,0.833,0.34,0.937,FALSE,FALSE,FALSE,FALSE,FALSE,-1.2,-0.166,-0.816,-0.0591,-0.538,-0.091,-0.159,0.0161,0.657,0.0752
"DNA topoisomerase, type IA, core",AT4G31210.2,0.9122684203742739,0.5150763977229916,0.25230721096175274,0.9971554069961694,0.789,0.762,0.371,0.941,FALSE,FALSE,FALSE,FALSE,FALSE,0.0364,0.216,-0.415,0.00118,-0.187,0.44,-0.639,0.226,-0.224,0.224
E1 ALPHA,AT1G59900.1,0.9891505486781225,0.16769786255666527,0.9440935754068229,0.05478826674925517,0.801,0.472,0.659,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00158,-0.165,0.00883,-0.235,0.338,-0.345,0.349,-0.415,0.34,-0.18
early nodulin-related,AT5G25940.1,0.46444622186720197,0.9714919144616175,0.9508084261547988,0.6823954971879321,0.67,0.863,0.66,0.924,FALSE,FALSE,FALSE,FALSE,FALSE,0.135,0.00655,0.0122,0.0752,-2.3,2.16,-2.42,2.23,-2.43,2.15
ECH2,AT1G76150.1,0.9760883057010625,0.877730960222573,0.620996215781034,0.15983212242631073,0.799,0.85,0.57,0.818,FALSE,FALSE,FALSE,FALSE,FALSE,0.0122,0.0628,-0.219,-0.589,-0.465,0.726,-0.695,0.0741,-0.477,0.663
ECHIA,AT4G16210.1,0.021916805769521274,0.708164371746862,0.043871357527982255,0.17192283177074733,0.13,0.818,0.145,0.826,FALSE,FALSE,FALSE,FALSE,FALSE,-0.966,0.147,-0.903,0.55,-2.22,1.61,-2.16,2.02,-1.25,1.47
ECI2,AT4G14430.1,0.6599862718380858,0.833263620207114,0.5764015769569123,0.12479665475167376,0.736,0.843,0.554,0.792,FALSE,FALSE,FALSE,FALSE,FALSE,0.252,-0.12,-0.346,-0.904,-0.64,1.04,-1.24,0.257,-0.892,1.16
ELM1,AT5G22350.1,0.010241301849695288,0.1736393425768592,0.029179995899634506,0.15878501673640283,0.0699,0.483,0.11,0.818,FALSE,FALSE,FALSE,FALSE,FALSE,-0.888,0.441,-0.794,-0.457,-0.404,0.497,-0.31,-0.401,0.484,0.0567
EMB1144,AT1G48850.1,0.804696388448934,0.7518884398587133,0.37571671212244706,0.4206443086888697,0.769,0.828,0.458,0.897,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0841,0.108,-0.328,0.276,0.834,-0.752,0.589,-0.583,0.918,-0.859
emb2768,AT3G02660.2,0.225020059914621,0.21231014849750784,0.5432775244302506,0.6982503474162534,0.511,0.541,0.541,0.925,FALSE,FALSE,FALSE,FALSE,FALSE,-0.416,-0.428,-0.222,-0.131,-0.0213,-0.41,0.173,-0.112,0.395,0.0185
ENO1,AT1G74030.1,0.7126997941969497,0.07747213444747422,0.02234259458179493,0.0011119917001662812,0.749,0.258,0.0904,0.123,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0892,-0.445,-0.641,-0.914,2.31,-2,1.76,-2.47,2.4,-1.56
ERD14,AT1G76180.2,0.687649753181469,0.4451586649568213,0.9999867447509033,0.29848224494077713,0.743,0.732,0.671,0.873,FALSE,FALSE,FALSE,FALSE,FALSE,0.158,-0.302,7.03e-6,-0.413,0.12,-0.081,-0.0381,-0.193,-0.0381,0.221
ERG,AT1G30960.1,0.9288726582723359,0.39094592919296955,0.676171325701338,0.46530688071464044,0.791,0.703,0.589,0.903,FALSE,FALSE,FALSE,FALSE,FALSE,0.026,-0.253,-0.132,-0.215,-0.101,0.0435,-0.259,0.0818,-0.127,0.296
ESM1,AT3G14210.1,0.15923451807143396,0.9479134779088088,0.0739162298357226,0.9220330262019218,0.43,0.86,0.194,0.937,FALSE,FALSE,FALSE,FALSE,FALSE,-1.78,-0.0804,-2.48,0.121,-4.94,4.02,-5.64,4.22,-3.16,4.1
ETFA,AT1G50940.1,0.5264094169288965,0.9489537410089635,0.6998034613921599,0.09476881126821643,0.694,0.86,0.596,0.758,FALSE,FALSE,FALSE,FALSE,FALSE,-0.22,0.0221,-0.144,-0.6,0.363,-0.211,0.439,-0.833,0.583,-0.233
ETFB,AT5G43430.2,0.2977397177573978,0.9883719819985984,0.20978506629566895,0.8170883121839555,0.575,0.865,0.338,0.932,FALSE,FALSE,FALSE,FALSE,FALSE,-0.641,-0.00884,0.839,-0.14,-0.36,-0.212,1.12,-0.344,0.28,-0.203
expressed protein localized to the inner membrane of the chloroplast.,AT1G42960.1,0.9203357968514472,0.3982028583773314,0.7900759313280455,0.614161356788351,0.79,0.707,0.622,0.918,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0599,0.511,-0.172,-0.303,-0.746,1.13,-0.858,0.319,-0.686,0.622
"F1F0-ATPase inhibitor protein, putative",AT5G04750.1,0.93407978263933,0.48057992577111874,0.21217176688405853,0.859428714321232,0.792,0.748,0.34,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,0.0651,0.559,-1.08,0.139,0.194,0.457,-0.954,0.0378,0.129,-0.102
FAD/NAD(P)-binding oxidoreductase family protein,AT3G24200.1,0.8753318244614188,0.8933085620858043,0.1775544140942126,0.49365098281166575,0.782,0.852,0.313,0.906,FALSE,FALSE,FALSE,FALSE,FALSE,0.0288,0.0246,0.274,-0.126,-0.521,0.484,-0.276,0.333,-0.549,0.459
FAD/NAD(P)-binding oxidoreductase family protein.1,AT5G49555.1,0.9688857203379675,0.08061761382556965,0.06052054436804795,0.26022788271265684,0.798,0.268,0.173,0.863,FALSE,FALSE,FALSE,FALSE,FALSE,0.0143,-0.667,-0.779,-0.419,0.335,-0.409,-0.458,-0.161,0.321,0.258
FAX1,AT3G57280.1,0.5334761427418127,0.9654540707342791,0.09423398318086457,0.20651327452709026,0.697,0.862,0.223,0.843,FALSE,FALSE,FALSE,FALSE,FALSE,0.22,0.0152,-0.66,-0.454,-0.396,0.818,-1.28,0.349,-0.616,0.803
FBA2,AT4G38970.1,0.11817205909414273,0.821818679322557,0.1726327276779896,0.017815916436061178,0.364,0.841,0.309,0.477,FALSE,FALSE,FALSE,FALSE,FALSE,-0.822,-0.115,-0.769,-1.3,0.336,-0.238,0.389,-1.42,1.16,-0.123
FBA3,AT2G01140.1,0.3012334549036785,0.016826471033809527,0.08060996796864751,0.053469558036140834,0.577,0.0675,0.204,0.676,FALSE,FALSE,FALSE,FALSE,FALSE,-0.525,1.29,-0.985,1.02,2.33,-1.67,1.87,-1.95,2.85,-2.96
FD3,AT2G27510.1,0.9785296545050484,0.16214673065219853,0.4664901548954957,0.04739053896639804,0.799,0.462,0.507,0.656,FALSE,FALSE,FALSE,FALSE,FALSE,0.0117,-0.623,-0.344,0.908,2.08,-2.53,1.72,-0.998,2.07,-1.91
FDH1,AT5G14780.3,0.04334498162194206,0.027770079429294225,0.07762239584751521,3.439659501499427e-4,0.202,0.106,0.199,0.0517,FALSE,FALSE,FALSE,FALSE,FALSE,-0.329,-0.362,-0.306,-0.66,0.297,-0.409,0.32,-0.707,0.626,-0.047
FSD1,AT4G25100.5,0.32475427320004036,0.7368350565686621,0.7643312745811646,0.8128830403656306,0.594,0.825,0.615,0.932,FALSE,FALSE,FALSE,FALSE,FALSE,0.937,0.316,0.304,0.222,1.58,-0.84,0.946,-0.933,0.641,-1.16
FTSH3,AT2G29080.1,0.5051535924660198,0.1995226127739677,0.9103495602428435,0.5014646424481322,0.686,0.523,0.651,0.907,FALSE,FALSE,FALSE,FALSE,FALSE,-0.273,-0.533,-0.0495,-0.275,-0.557,0.0998,-0.334,0.358,-0.284,0.633
FTSH4,AT2G26140.1,0.18765500834732432,0.5697615348143634,0.05180947864129745,0.6227742456687065,0.468,0.781,0.159,0.919,FALSE,FALSE,FALSE,FALSE,FALSE,-0.424,-0.18,-0.695,-0.155,-1.74,1.45,-2.01,1.47,-1.31,1.63
FUM1,AT2G47510.3,0.024656523450053286,0.1415743150749885,0.046339009713672115,0.04707653386797651,0.142,0.422,0.15,0.655,FALSE,FALSE,FALSE,FALSE,FALSE,-0.317,-0.2,-0.3,-0.276,0.288,-0.415,0.306,-0.492,0.605,-0.216
G6PD3,AT1G24280.1,0.9276863294637646,0.11928666682935785,0.411235053931726,0.8854946553709795,0.791,0.373,0.479,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,0.0325,-0.576,-0.321,-0.0516,-0.166,-0.116,-0.519,0.409,-0.198,0.46
GAPB,AT1G42970.1,0.20501121584678209,0.018972666127545102,0.03607373165082702,0.8211816459250417,0.489,0.0761,0.128,0.932,FALSE,FALSE,FALSE,FALSE,FALSE,-0.541,1.06,-1,0.0945,1.08,-0.379,0.614,-1.34,1.62,-1.44
GAPC1,AT1G13440.1,0.14785681009516938,0.94182522069272,0.013762754433585109,0.8182612631355872,0.412,0.859,0.0605,0.932,FALSE,FALSE,FALSE,FALSE,FALSE,-0.985,-0.0483,-1.91,-0.152,-1.86,1.62,-2.78,1.52,-0.87,1.67
GAPC2,AT1G13440.1,0.00682525900431036,0.9417056709319986,0.03498398467788227,0.8178941459191127,0.0529,0.859,0.125,0.932,FALSE,FALSE,FALSE,FALSE,FALSE,-1.98,-0.0483,-1.6,-0.152,-2.81,1.85,-2.44,1.74,-0.838,1.89
GATA,AT3G25660.1,0.07931449046254933,0.36347842099812067,0.09498905362011242,0.8060651420533835,0.289,0.685,0.224,0.931,FALSE,FALSE,FALSE,FALSE,FALSE,0.572,0.287,0.585,0.0768,0.565,-0.165,0.578,-0.375,-0.007,-0.452
