Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides blank	Peptides clp1p_1	Peptides clp1p_2	Peptides clp1p_3	Peptides clp1p_4	Peptides clp1s_1	Peptides clp1s_2	Peptides clp1s_3	Peptides clp1s_4	Peptides clp2p_1	Peptides clp2p_2	Peptides clp2p_3	Peptides clp2p_4	Peptides clp2s_1	Peptides clp2s_2	Peptides clp2s_3	Peptides clp2s_4	Peptides pool_p	Peptides pool_s	Peptides wtp_1	Peptides wtp_2	Peptides wtp_3	Peptides wtp_4	Peptides wts_1	Peptides wts_2	Peptides wts_3	Peptides wts_4	Razor + unique peptides blank	Razor + unique peptides clp1p_1	Razor + unique peptides clp1p_2	Razor + unique peptides clp1p_3	Razor + unique peptides clp1p_4	Razor + unique peptides clp1s_1	Razor + unique peptides clp1s_2	Razor + unique peptides clp1s_3	Razor + unique peptides clp1s_4	Razor + unique peptides clp2p_1	Razor + unique peptides clp2p_2	Razor + unique peptides clp2p_3	Razor + unique peptides clp2p_4	Razor + unique peptides clp2s_1	Razor + unique peptides clp2s_2	Razor + unique peptides clp2s_3	Razor + unique peptides clp2s_4	Razor + unique peptides pool_p	Razor + unique peptides pool_s	Razor + unique peptides wtp_1	Razor + unique peptides wtp_2	Razor + unique peptides wtp_3	Razor + unique peptides wtp_4	Razor + unique peptides wts_1	Razor + unique peptides wts_2	Razor + unique peptides wts_3	Razor + unique peptides wts_4	Unique peptides blank	Unique peptides clp1p_1	Unique peptides clp1p_2	Unique peptides clp1p_3	Unique peptides clp1p_4	Unique peptides clp1s_1	Unique peptides clp1s_2	Unique peptides clp1s_3	Unique peptides clp1s_4	Unique peptides clp2p_1	Unique peptides clp2p_2	Unique peptides clp2p_3	Unique peptides clp2p_4	Unique peptides clp2s_1	Unique peptides clp2s_2	Unique peptides clp2s_3	Unique peptides clp2s_4	Unique peptides pool_p	Unique peptides pool_s	Unique peptides wtp_1	Unique peptides wtp_2	Unique peptides wtp_3	Unique peptides wtp_4	Unique peptides wts_1	Unique peptides wts_2	Unique peptides wts_3	Unique peptides wts_4	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Sequence coverage blank [%]	Sequence coverage clp1p_1 [%]	Sequence coverage clp1p_2 [%]	Sequence coverage clp1p_3 [%]	Sequence coverage clp1p_4 [%]	Sequence coverage clp1s_1 [%]	Sequence coverage clp1s_2 [%]	Sequence coverage clp1s_3 [%]	Sequence coverage clp1s_4 [%]	Sequence coverage clp2p_1 [%]	Sequence coverage clp2p_2 [%]	Sequence coverage clp2p_3 [%]	Sequence coverage clp2p_4 [%]	Sequence coverage clp2s_1 [%]	Sequence coverage clp2s_2 [%]	Sequence coverage clp2s_3 [%]	Sequence coverage clp2s_4 [%]	Sequence coverage pool_p [%]	Sequence coverage pool_s [%]	Sequence coverage wtp_1 [%]	Sequence coverage wtp_2 [%]	Sequence coverage wtp_3 [%]	Sequence coverage wtp_4 [%]	Sequence coverage wts_1 [%]	Sequence coverage wts_2 [%]	Sequence coverage wts_3 [%]	Sequence coverage wts_4 [%]	Intensity	Intensity blank	Intensity clp1p_1	Intensity clp1p_2	Intensity clp1p_3	Intensity clp1p_4	Intensity clp1s_1	Intensity clp1s_2	Intensity clp1s_3	Intensity clp1s_4	Intensity clp2p_1	Intensity clp2p_2	Intensity clp2p_3	Intensity clp2p_4	Intensity clp2s_1	Intensity clp2s_2	Intensity clp2s_3	Intensity clp2s_4	Intensity pool_p	Intensity pool_s	Intensity wtp_1	Intensity wtp_2	Intensity wtp_3	Intensity wtp_4	Intensity wts_1	Intensity wts_2	Intensity wts_3	Intensity wts_4	LFQ intensity blank	LFQ intensity clp1p_1	LFQ intensity clp1p_2	LFQ intensity clp1p_3	LFQ intensity clp1p_4	LFQ intensity clp1s_1	LFQ intensity clp1s_2	LFQ intensity clp1s_3	LFQ intensity clp1s_4	LFQ intensity clp2p_1	LFQ intensity clp2p_2	LFQ intensity clp2p_3	LFQ intensity clp2p_4	LFQ intensity clp2s_1	LFQ intensity clp2s_2	LFQ intensity clp2s_3	LFQ intensity clp2s_4	LFQ intensity pool_p	LFQ intensity pool_s	LFQ intensity wtp_1	LFQ intensity wtp_2	LFQ intensity wtp_3	LFQ intensity wtp_4	LFQ intensity wts_1	LFQ intensity wts_2	LFQ intensity wts_3	LFQ intensity wts_4	MS/MS count blank	MS/MS count clp1p_1	MS/MS count clp1p_2	MS/MS count clp1p_3	MS/MS count clp1p_4	MS/MS count clp1s_1	MS/MS count clp1s_2	MS/MS count clp1s_3	MS/MS count clp1s_4	MS/MS count clp2p_1	MS/MS count clp2p_2	MS/MS count clp2p_3	MS/MS count clp2p_4	MS/MS count clp2s_1	MS/MS count clp2s_2	MS/MS count clp2s_3	MS/MS count clp2s_4	MS/MS count pool_p	MS/MS count pool_s	MS/MS count wtp_1	MS/MS count wtp_2	MS/MS count wtp_3	MS/MS count wtp_4	MS/MS count wts_1	MS/MS count wts_2	MS/MS count wts_3	MS/MS count wts_4	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
AT1G03680.1	AT1G03680.1	1	1	1	AT1G03680.1 | thioredoxin M-type 1 | Chr1:916990-917865 REVERSE LENGTH=179 | 201606	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	8.9	8.9	8.9	19.664	179	179	1	10	0.0043621	6.9435	0	8.9	8.9	8.9	0	0	0	0	0	8.9	8.9	8.9	0	0	0	0	0	0	8.9	0	8.9	8.9	8.9	0	0	0	0	8993700	0	596990	677850	1689200	0	0	0	0	0	1013000	0	1277500	0	0	0	0	0	0	885030	0	868980	1161000	824060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38110	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	3	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	13				10	3404	True	3497	33284;33285;33286;33287;33288;33289;33290;33291;33292;33293	34661;34662;34663;34664;34665;34666;34667;34668;34669;34670;34671;34672;34673	34664		
AT1G03860.2;AT1G03860.3;AT1G03860.1	AT1G03860.2;AT1G03860.3;AT1G03860.1	12;12;12	12;12;12	5;5;5	AT1G03860.2 | prohibitin 2 | Chr1:979611-980870 REVERSE LENGTH=221 | 201606;AT1G03860.3 | prohibitin 2 | Chr1:979611-981157 REVERSE LENGTH=286 | 201606;AT1G03860.1 | prohibitin 2 | Chr1:979611-981157 REVERSE LENGTH=286 | 201606	3	12	12	5	4	2	1	0	1	2	3	3	4	1	1	2	0	3	7	4	4	3	1	2	2	2	0	5	5	2	5	4	2	1	0	1	2	3	3	4	1	1	2	0	3	7	4	4	3	1	2	2	2	0	5	5	2	5	2	1	1	0	1	1	2	2	2	0	0	1	0	2	4	3	1	2	0	1	1	1	0	2	3	1	3	47.5	47.5	27.6	24.896	221	221;286;286	1	87	0	103.06	25.8	12.2	5.4	0	5.4	12.2	16.3	21.7	16.3	6.8	6.8	12.2	0	16.3	29	24.9	16.3	21.7	6.8	12.2	12.2	12.2	0	20.4	25.8	12.2	23.5	4954100000	4142500	3460200	632870	0	1769800	254710000	314980000	352590000	345300000	1090400	717020	2453000	0	361830000	703600000	169030000	583060000	228930000	2150700	25546000	6028800	2615900	0	485800000	346390000	314030000	443300000	2224400	208040	0	0	0	5597800	5095400	6125300	4984300	0	0	86144	0	5329800	6055600	5170100	7455400	6128500	0	1434400	422250	129170	0	5499200	4980100	5480600	5894800	9	3	1	0	1	3	3	4	5	1	1	1	0	4	7	5	5	4	2	2	3	2	0	6	7	4	7	90				11	493;657;1147;1197;4175;4196;5058;5550;5712;5765;5929;5937	True;True;True;True;True;True;True;True;True;True;True;True	507;508;673;1178;1229;4308;4330;5212;5716;5881;5936;6107;6115	4530;4531;4532;5804;5805;5806;5807;5808;5809;5810;5811;5812;5813;5814;5815;5816;5817;5818;5819;5820;5821;5822;5823;5824;5825;5826;5827;5828;5829;5830;5831;5832;5833;5834;5835;5836;5837;5838;5839;5840;5841;10849;10850;11405;11406;11407;11408;11409;11410;11411;11412;11413;11414;11415;11416;11417;11418;11419;11420;11421;11422;11423;11424;11425;11426;11427;40598;40798;49583;49584;49585;49586;49587;49588;49589;49590;54289;55907;55908;55909;55910;56334;56335;56336;58158;58159;58246	4688;4689;4690;6000;6001;6002;6003;6004;6005;6006;6007;6008;6009;6010;6011;6012;6013;6014;6015;6016;6017;6018;6019;6020;6021;6022;6023;6024;6025;6026;6027;6028;6029;6030;6031;6032;6033;6034;6035;6036;6037;6038;6039;6040;6041;6042;11236;11237;11826;11827;11828;11829;11830;11831;11832;11833;11834;11835;11836;11837;11838;11839;11840;11841;11842;11843;11844;11845;11846;11847;11848;11849;11850;42305;42525;51659;51660;51661;51662;51663;51664;51665;51666;56550;58226;58227;58228;58229;58666;58667;58668;60572;60573;60665	4690;6033;11237;11839;42305;42525;51666;56550;58229;58668;60573;60665	2	31
AT1G04410.1	AT1G04410.1	1	1	1	AT1G04410.1 | Lactate/malate dehydrogenase family protein | Chr1:1189418-1191267 REVERSE LENGTH=332 | 201606	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	3.6	3.6	3.6	35.571	332	332	1	12	0.001139	7.4195	0	0	0	0	0	3.6	3.6	3.6	3.6	0	0	0	0	3.6	3.6	3.6	3.6	0	0	3.6	0	0	0	3.6	0	3.6	3.6	64562000	0	0	0	0	0	4813600	7671100	4480500	7482400	0	0	0	0	11928000	8587300	2442200	6949100	0	0	0	0	0	0	0	0	4397700	5809900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71419	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	11				12	3628	True	3731	35478;35479;35480;35481;35482;35483;35484;35485;35486;35487;35488;35489	36963;36964;36965;36966;36967;36968;36969;36970;36971;36972;36973;36974	36968		
AT3G04400.2;AT2G33370.2;AT3G04400.1;AT2G33370.1;AT1G04480.1	AT3G04400.2;AT2G33370.2;AT3G04400.1;AT2G33370.1;AT1G04480.1	3;3;3;3;3	3;3;3;3;3	3;3;3;3;3	AT3G04400.2 | Ribosomal protein L14p/L23e family protein | Chr3:1167611-1168308 FORWARD LENGTH=125 | 201606;AT2G33370.2 | Ribosomal protein L14p/L23e family protein | Chr2:14143718-14144270 REVERSE LENGTH=125 | 201606;AT3G04400.1 | Ribosomal protein L14p/L	5	3	3	3	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	2	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	2	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	2	2	1	0	0	0	0	0	0	1	0	1	33.6	33.6	33.6	13.406	125	125;125;140;140;140	1	12	0	17.637	0	0	0	0	0	0	8	8	0	0	0	0	0	20.8	8	20.8	20.8	8	0	0	0	0	0	0	8	0	8	52196000	0	0	0	0	0	0	5018400	2560200	0	0	0	0	0	15508000	5755300	2195400	14290000	1178500	0	0	0	0	0	0	2827000	0	2863300	0	0	0	0	0	0	0	0	0	0	0	0	0	222060	0	0	194240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	3	2	1	0	0	0	0	0	0	1	0	1	13				13	2894;3423;3427	True;True;True	2974;3516;3520	28253;28254;28255;28256;28257;28258;28259;28260;28261;33513;33514;33543	29370;29371;29372;29373;29374;29375;29376;29377;29378;34901;34902;34931;34932	29370;34902;34932		
AT1G04590.1;AT1G04590.2	AT1G04590.1;AT1G04590.2	2;2	2;2	2;2	AT1G04590.1 | PPR containing-like protein | Chr1:1258760-1261411 REVERSE LENGTH=381 | 201606;AT1G04590.2 | PPR containing-like protein | Chr1:1258760-1261411 REVERSE LENGTH=384 | 201606	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	8.4	8.4	8.4	43.042	381	381;384	1	2	0.0012563	11.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	4.2	0	0	0	0	0	0	0	0	0	0	0	4232300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2666900	1565400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2				14	2813;5960	True;True	2889;6138	27309;58488	28384;60912	28384;60912		
AT1G04640.2;AT1G04640.1	AT1G04640.2;AT1G04640.1	3;3	3;3	3;3	AT1G04640.2 | lipoyltransferase 2 | Chr1:1292541-1293248 FORWARD LENGTH=235 | 201606;AT1G04640.1 | lipoyltransferase 2 | Chr1:1292541-1293248 FORWARD LENGTH=235 | 201606	2	3	3	3	0	3	2	3	3	1	0	0	0	2	1	3	0	1	1	1	2	0	2	1	3	3	3	0	1	0	1	0	3	2	3	3	1	0	0	0	2	1	3	0	1	1	1	2	0	2	1	3	3	3	0	1	0	1	0	3	2	3	3	1	0	0	0	2	1	3	0	1	1	1	2	0	2	1	3	3	3	0	1	0	1	19.1	19.1	19.1	26.421	235	235;235	1	40	0	20.826	0	19.1	14.9	19.1	19.1	9.4	0	0	0	14.9	9.4	19.1	0	4.3	4.3	9.4	13.6	0	9.8	9.4	19.1	19.1	19.1	0	4.3	0	4.3	162770000	0	7909200	10264000	17214000	7480400	10216000	0	0	0	8011000	6034100	14717000	0	2989800	4625900	5249600	14198000	0	3850000	6261300	5012300	17261000	13206000	0	4632200	0	3639300	0	329010	291050	369300	355870	0	0	0	0	256780	0	271350	0	0	0	0	183180	0	380730	0	438560	450110	507970	0	0	0	0	0	3	3	3	3	1	0	0	0	2	1	4	0	1	1	1	2	0	2	1	3	4	3	0	1	0	1	40				15	1107;2456;2783	True;True;True	1138;2517;2858	10603;10604;10605;10606;10607;10608;10609;10610;10611;10612;23657;23658;23659;23660;23661;23662;23663;23664;23665;23666;23667;23668;23669;27022;27023;27024;27025;27026;27027;27028;27029;27030;27031;27032;27033;27034;27035;27036;27037;27038	10983;10984;10985;10986;10987;10988;10989;10990;10991;10992;24609;24610;24611;24612;24613;24614;24615;24616;24617;24618;24619;24620;24621;28094;28095;28096;28097;28098;28099;28100;28101;28102;28103;28104;28105;28106;28107;28108;28109;28110	10990;24609;28105		
AT1G04710.1	AT1G04710.1	7	4	3	AT1G04710.1 | peroxisomal 3-ketoacyl-CoA thiolase 4 | Chr1:1321941-1324556 FORWARD LENGTH=443 | 201606	1	7	4	3	1	1	2	1	0	2	2	5	3	2	1	1	0	3	3	3	3	2	0	0	1	0	2	4	3	2	2	0	0	0	0	0	1	1	3	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	3	1	1	1	0	0	0	0	0	1	1	2	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2	1	1	1	21.4	15.1	13.1	46.611	443	443	1	18	0	23.677	2.3	2.3	6.1	2.3	0	7.2	7.2	18.7	7.4	6.1	2.3	2.3	0	7.4	7.4	4.5	11.1	4.3	0	0	2.3	0	4.3	11.7	11.1	7.2	7.2	104150000	0	0	0	0	0	2910500	4954800	22020000	4107300	0	0	0	0	4811200	14723000	4369800	4045800	5360500	0	0	0	0	808260	21224000	6152900	4939800	3721200	0	0	0	0	0	0	0	328140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303660	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	3	2	2	1	20				16	738;739;1863;1976;2833;4071;4972	False;False;True;True;True;False;True	756;757;1910;2024;2910;4202;5125	6772;6773;6774;6775;6776;6777;6778;6779;6780;6781;6782;6783;6784;6785;6786;6787;6788;6789;6790;6791;6792;6793;6794;6795;6796;6797;6798;6799;17592;18583;18584;18585;18586;18587;27573;27574;27575;27576;27577;27578;27579;27580;27581;27582;27583;39798;39799;39800;39801;39802;48521	6997;6998;6999;7000;7001;7002;7003;7004;7005;7006;7007;7008;7009;7010;7011;7012;7013;7014;7015;7016;7017;7018;7019;7020;7021;7022;7023;7024;7025;18321;19338;19339;19340;19341;19342;28660;28661;28662;28663;28664;28665;28666;28667;28668;28669;28670;28671;28672;41472;41473;41474;41475;41476;50555	7019;7023;18321;19339;28662;41474;50555		
AT1G06290.1;AT1G06310.1;AT3G06690.1	AT1G06290.1	14;6;2	14;6;2	14;6;2	AT1G06290.1 | acyl-CoA oxidase 3 | Chr1:1922423-1926002 FORWARD LENGTH=675 | 201606	3	14	14	14	2	5	7	4	6	8	9	8	8	6	8	5	0	10	10	9	8	9	4	4	5	4	7	8	8	10	7	2	5	7	4	6	8	9	8	8	6	8	5	0	10	10	9	8	9	4	4	5	4	7	8	8	10	7	2	5	7	4	6	8	9	8	8	6	8	5	0	10	10	9	8	9	4	4	5	4	7	8	8	10	7	27.9	27.9	27.9	75.675	675	675;675;187	1	182	0	119.75	3.4	9.9	13.5	8.6	11.9	15.4	17	15.3	15.4	11.9	17.6	10.2	0	20.6	20	17.8	15.3	17	8	8.6	10.1	8	13.3	15.3	15.4	19.3	13.6	1839800000	428770	10128000	17206000	12511000	27351000	85774000	136740000	95382000	119560000	23589000	35072000	17704000	0	169180000	292120000	57471000	104910000	64640000	12619000	12091000	11846000	10184000	18453000	153590000	113430000	130580000	107240000	0	623410	737100	606640	874680	1581000	1622800	1651000	1521100	939270	1008700	700640	0	1771400	2053200	1654600	1636900	1600500	765770	941370	732290	581040	890780	2003700	1673700	1722100	1526400	2	6	7	4	8	8	10	8	9	6	7	5	0	12	10	8	10	9	4	6	5	4	7	11	8	11	10	195				17	269;348;958;1146;1312;1765;1912;1966;2453;4943;5434;5687;5883;5985	True;True;True;True;True;True;True;True;True;True;True;True;True;True	272;353;982;1177;1347;1811;1959;2014;2513;2514;5094;5598;5855;6058;6163	2344;2345;2346;2347;2348;2349;2350;2351;2352;3194;3195;9069;9070;9071;9072;9073;9074;9075;9076;9077;9078;9079;9080;9081;9082;9083;9084;9085;9086;10847;10848;12452;12453;12454;16716;16717;16718;16719;16720;16721;16722;16723;16724;16725;16726;16727;16728;16729;16730;16731;16732;16733;16734;16735;16736;16737;16738;17961;17962;17963;17964;17965;17966;17967;17968;17969;17970;17971;17972;17973;17974;17975;17976;17977;17978;17979;17980;17981;18502;18503;23597;23598;23599;23600;23601;23602;23603;23604;23605;23606;23607;23608;23609;23610;23611;23612;23613;23614;23615;23616;23617;23618;23619;23620;23621;23622;48107;48108;48109;48110;48111;48112;48113;48114;48115;48116;48117;48118;48119;48120;48121;48122;48123;48124;48125;48126;48127;48128;48129;48130;48131;48132;48133;48134;53241;55651;55652;55653;55654;55655;55656;55657;55658;55659;55660;55661;55662;55663;57562;57563;57564;57565;57566;57567;57568;57569;57570;57571;57572;57573;57574;57575;57576;57577;57578;57579;57580;57581;57582;57583;57584;57585;58730;58731;58732;58733;58734;58735;58736;58737;58738;58739	2399;2400;2401;2402;2403;2404;2405;2406;2407;3275;3276;9375;9376;9377;9378;9379;9380;9381;9382;9383;9384;9385;9386;9387;9388;9389;9390;9391;9392;11234;11235;12923;12924;12925;17405;17406;17407;17408;17409;17410;17411;17412;17413;17414;17415;17416;17417;17418;17419;17420;17421;17422;17423;17424;17425;17426;17427;17428;18702;18703;18704;18705;18706;18707;18708;18709;18710;18711;18712;18713;18714;18715;18716;18717;18718;18719;18720;18721;18722;19257;19258;24542;24543;24544;24545;24546;24547;24548;24549;24550;24551;24552;24553;24554;24555;24556;24557;24558;24559;24560;24561;24562;24563;24564;24565;24566;24567;24568;24569;24570;24571;24572;24573;24574;50125;50126;50127;50128;50129;50130;50131;50132;50133;50134;50135;50136;50137;50138;50139;50140;50141;50142;50143;50144;50145;50146;50147;50148;50149;50150;50151;50152;50153;50154;50155;50156;50157;50158;50159;55483;57967;57968;57969;57970;57971;57972;57973;57974;57975;57976;57977;57978;57979;59939;59940;59941;59942;59943;59944;59945;59946;59947;59948;59949;59950;59951;59952;59953;59954;59955;59956;59957;59958;59959;59960;59961;59962;61174;61175;61176;61177;61178;61179;61180;61181;61182;61183	2400;3276;9384;11234;12925;17411;18709;19258;24551;50132;55483;57970;59952;61177	3	97
AT1G06460.1	AT1G06460.1	4	4	4	AT1G06460.1 | alpha-crystallin domain 32.1 | Chr1:1967308-1969414 REVERSE LENGTH=285 | 201606	1	4	4	4	1	0	0	0	0	2	2	1	3	0	0	0	0	1	2	1	1	2	0	0	0	0	0	2	0	2	3	1	0	0	0	0	2	2	1	3	0	0	0	0	1	2	1	1	2	0	0	0	0	0	2	0	2	3	1	0	0	0	0	2	2	1	3	0	0	0	0	1	2	1	1	2	0	0	0	0	0	2	0	2	3	15.8	15.8	15.8	31.222	285	285	1	23	0	26.49	4.6	0	0	0	0	7.4	7.4	3.9	11.2	0	0	0	0	3.5	7.4	3.5	3.5	7.4	0	0	0	0	0	7.4	0	7.4	11.2	282520000	81182	0	0	0	0	21168000	21871000	11076000	55899000	0	0	0	0	7949100	33180000	6126200	12351000	15240000	0	0	0	0	0	25035000	0	27053000	45487000	0	0	0	0	0	431990	335370	0	640290	0	0	0	0	0	319940	0	0	439590	0	0	0	0	0	330340	0	452540	473640	1	0	0	0	0	2	2	1	3	0	0	0	0	1	2	1	1	2	0	0	0	0	0	2	0	2	3	23				18	3103;4061;4744;5380	True;True;True;True	3186;4192;4889;5541	30154;30155;30156;30157;30158;30159;30160;30161;39723;39724;39725;46019;46020;46021;46022;46023;46024;46025;46026;46027;46028;46029;52648	31361;31362;31363;31364;31365;31366;31367;31368;41394;41395;41396;47949;47950;47951;47952;47953;47954;47955;47956;47957;47958;47959;54860	31368;41396;47956;54860		
AT1G06530.1	AT1G06530.1	11	11	11	AT1G06530.1 | Tropomyosin-like protein | Chr1:2001625-2002596 FORWARD LENGTH=323 | 201606	1	11	11	11	2	1	0	0	0	4	5	7	8	0	0	1	0	6	7	8	9	5	0	3	0	0	1	5	6	7	11	2	1	0	0	0	4	5	7	8	0	0	1	0	6	7	8	9	5	0	3	0	0	1	5	6	7	11	2	1	0	0	0	4	5	7	8	0	0	1	0	6	7	8	9	5	0	3	0	0	1	5	6	7	11	33.4	33.4	33.4	36.119	323	323	1	105	0	97.731	7.1	4	0	0	0	15.2	18.3	23.5	25.7	0	0	4	0	21.4	26	25.7	27.2	18.9	0	10.8	0	0	4	18.3	22	25.1	33.4	1603200000	304720	1670600	0	0	0	64863000	117550000	112330000	126270000	0	0	5076200	0	97399000	214850000	56444000	179830000	52025000	0	7361500	0	0	1519100	118940000	110270000	118280000	218180000	565670	0	0	0	0	1373900	1553500	1753900	1736000	0	0	0	0	1730400	1815500	1757900	2034300	1668900	0	423850	0	0	0	1571100	1657400	1898700	2178500	2	1	0	0	0	5	6	8	9	0	0	1	0	6	9	9	10	5	0	3	0	0	1	6	7	8	12	108				19	507;1199;1228;1645;1859;2459;3039;3738;3739;4947;4948	True;True;True;True;True;True;True;True;True;True;True	522;1231;1261;1689;1906;2520;3121;3858;3859;5098;5099	4661;4662;4663;4664;4665;4666;4667;4668;4669;4670;4671;4672;4673;4674;4675;11429;11430;11431;11432;11433;11434;11435;11436;11717;11718;11719;11720;11721;11722;11723;11724;15482;17580;17581;17582;17583;23689;23690;23691;23692;23693;23694;23695;23696;23697;23698;23699;23700;23701;23702;23703;23704;23705;23706;29570;29571;29572;29573;29574;29575;29576;29577;29578;29579;29580;29581;29582;29583;29584;29585;29586;29587;29588;29589;29590;29591;36571;36572;36573;36574;36575;36576;36577;36578;36579;36580;36581;48212;48213;48214;48215;48216;48217;48218;48219;48220;48221;48222;48223;48224;48225;48226;48227;48228;48229	4821;4822;4823;4824;4825;4826;4827;4828;4829;4830;4831;4832;4833;4834;4835;11852;11853;11854;11855;11856;11857;11858;11859;12145;12146;12147;12148;12149;12150;12151;12152;12153;16128;18309;18310;18311;18312;24641;24642;24643;24644;24645;24646;24647;24648;24649;24650;24651;24652;24653;24654;24655;24656;24657;24658;24659;30763;30764;30765;30766;30767;30768;30769;30770;30771;30772;30773;30774;30775;30776;30777;30778;30779;30780;30781;30782;30783;30784;38114;38115;38116;38117;38118;38119;38120;38121;38122;38123;38124;50238;50239;50240;50241;50242;50243;50244;50245;50246;50247;50248;50249;50250;50251;50252;50253;50254;50255;50256	4831;11854;12153;16128;18310;24652;30764;38117;38121;50245;50253		
