"","AGI","description","location_consensus","left","right","direction","encoded","clp1_RNA_log2fc","clp1_RNA_padj","clp1_Protein_membrane_log2fc","clp1_Protein_membrane_padj","clp1_Protein_soluble_log2fc","clp1_Protein_soluble_padj","clp2_RNA_log2fc","clp2_RNA_padj","clp2_Protein_membrane_log2fc","clp2_Protein_membrane_padj","clp2_Protein_soluble_log2fc","clp2_Protein_soluble_padj"
"590","AT5G03290.1","isocitrate dehydrogenase V;Encodes a catalytic subunit of the mitochondrially-localized NAD+- dependent isocitrate dehydrogenase.","mitochondrion",793974,796182,"forward","Nucleus",0.00955962372631572,0.995758810089838,-0.158,0.487,-0.312,0.0464,0.0131807056254573,0.950886412421542,-0.134,0.793,-0.393,0.0785
"591","AT5G03860.1","malate synthase;Encodes a protein with malate synthase activity.","peroxisome",1032103,1034570,"reverse","Nucleus",0.00784428844472789,0.909238057616143,0.169,0.769,0.724,0.53,4.65577324825586,1.03356782538679e-25,1.92,0.417,2.43,0.0263
"592","AT5G03905.1","Iron-sulphur cluster biosynthesis family protein;","mitochondrion",1052580,1054274,"forward","Nucleus",-0.00819148347665377,0.998022334505606,0.476,0.579,0.223,0.756,-0.00610756380283105,0.981361901165857,0.496,0.794,-0.134,0.827
"593","AT5G04740.1","ACT domain-containing protein;","plastid",1368542,1371480,"reverse","Nucleus",-0.027038892683303,0.916563325192724,-0.129,0.736,-0.212,0.687,-0.174095876433405,0.240238054567805,-0.815,0.46,-0.684,0.258
"594","AT5G04750.1","F1F0-ATPase inhibitor protein, putative;","mitochondrion",1372169,1373599,"forward","Nucleus",-0.045743832754805,0.737827169480457,0.0651,0.794,0.442,0.736,-0.367344679574452,0.0134866426247996,-1.09,0.751,-0.103,0.844
"595","AT5G04830.1","Nuclear transport factor 2 (NTF2) family protein;","cytosol,peroxisome",1402045,1403961,"reverse","Nucleus",-0.0267766458671316,0.943074444610776,-0.118,0.721,0.0772,0.787,-0.170273798165455,0.259746905257638,-0.801,0.302,-0.041,0.839
"596","AT5G05520.1","Outer membrane OMP85 family protein;","mitochondrion",1632845,1635342,"forward","Nucleus",0.00151692034771842,0.999272479180711,-0.509,0.471,-0.196,0.75,-0.0258379700705121,0.886655593544799,-0.58,0.732,-0.0988,0.831
"597","AT5G06580.1","FAD-linked oxidases family protein;Encodes a protein with glycolate dehydrogenase activity, which was shown to complement various subunits of the E. coli glycolate oxidase complex. It has not been ruled out that the enzyme might be involved in other catalytic activities in vivo.","mitochondrion",2011288,2016539,"reverse","Nucleus",-0.00695534515171203,0.998022334505606,-1.15,0.122,0.243,0.75,0.120360441269048,0.338738207383118,-1.07,0.589,0.244,0.797
"598","AT5G07440.1","glutamate dehydrogenase 2;Encodes the beta-subunit of the glutamate dehydrogenase. The enzyme is almost exclusively found in the mitochondria of stem and leaf companion cells.","mitochondrion",2355962,2357977,"forward","Nucleus",-0.0221908985507475,0.808908394642742,-0.199,0.684,-0.579,0.148,-0.730546652362967,0.000616596298780162,0.571,0.643,-1.1,0.0274
"599","AT5G08060.1","furry;(source:Araport11)","mitochondrion",2580449,2582564,"forward","Nucleus",-0.0035419824738139,0.998939767660952,-0.829,0.234,-0.163,0.778,0.0678938012229277,0.648112132421608,-0.848,0.631,-0.359,0.736
"600","AT5G08300.1","Succinyl-CoA ligase, alpha subunit;","mitochondrion",2667412,2669923,"forward","Nucleus",0.00843372606933783,0.998022334505606,-0.309,0.153,-0.2,0.359,0.0360624438835095,0.788137418313604,-0.22,0.713,-0.176,0.617
"601","AT5G08530.1","51 kDa subunit of complex I;","mitochondrion",2759317,2761875,"reverse","Nucleus",0.0560875328913027,0.838478024680126,3.64,1.6e-07,0.626,0.546,0.325929506075512,9.28330903446871e-05,3.89,0.0044,0.587,0.695
"602","AT5G08690.1","ATP synthase alpha/beta family protein","mitochondrion",2825713,2828662,"forward","Nucleus",0.0971431249316733,0.618422325104919,1.39,5.82e-11,0.426,0.0693,0.236917045488925,0.00284988365498956,1.52,6.1e-05,0.357,0.373
"603","AT5G08690.2","ATP synthase subunit beta-2, mitochondrial","mitochondrion",2825713,2828662,"forward","Nucleus",0.0971431249316733,0.618422325104919,1.39,5.82e-11,0.426,0.0693,0.236917045488925,0.00284988365498956,1.52,6.1e-05,0.357,0.373
"604","AT5G08690.3","ATP synthase subunit beta-3, mitochondrial","mitochondrion",2825713,2828662,"forward","Nucleus",0.0971431249316733,0.618422325104919,1.39,5.82e-11,0.426,0.0693,0.236917045488925,0.00284988365498956,1.52,6.1e-05,0.357,0.373
"605","AT5G09270.1","transmembrane protein;(source:Araport11)","nucleus",2878884,2880220,"forward","Nucleus",0.00986419545633315,0.998022334505606,-0.0297,0.79,-0.128,0.754,0.267519609942644,0.0418677197424584,-0.0523,0.87,-0.0409,0.841
"606","AT5G09450.1","Tetratricopeptide repeat (TPR)-like superfamily protein;","mitochondrion",2941798,2943668,"forward","Nucleus",0.0098456420153972,0.998022334505606,0.474,0.539,0.383,0.617,0.102218722782535,0.452665162354239,0.845,0.622,0.368,0.726
"607","AT5G09590.1","mitochondrial HSO70 2;heat shock protein 70 (Hsc70-5); nuclear","mitochondrion",2975548,2978750,"forward","Nucleus",0.0083965245700698,0.998022334505606,0.129,0.536,0.112,0.584,0.0562941371681078,0.763331302438653,0.151,0.757,0.136,0.639
"608","AT5G09600.1","SDH3-1","mitochondrion",2979144,2980844,"forward","Nucleus",0.011691264898696,0.984115068714682,-0.0947,0.78,-0.0928,0.814,0.0969280715231289,0.619897302524089,-0.319,0.839,-0.753,0.538
"609","AT5G09600.2","SDH3-1.1","mitochondrion",2979144,2980844,"forward","Nucleus",0.011691264898696,0.984115068714682,-0.325,0.688,-0.177,0.783,0.0969280715231289,0.619897302524089,-0.607,0.773,-0.813,0.482
"610","AT5G09650.1","pyrophosphorylase 6;Encodes a protein with inorganic pyrophosphatase activity.","plastid",2991149,2993213,"reverse","Nucleus",0.00315741505467106,0.998939767660952,-0.336,0.603,-0.387,0.538,0.0555115429471355,0.756866973504707,-0.736,0.612,-0.737,0.335
"611","AT5G09660.1","peroxisomal NAD-malate dehydrogenase 2;encodes a microbody NAD-dependent malate dehydrogenase  encodes an peroxisomal NAD-malate dehydrogenase that is involved in fatty acid beta-oxidation through providing NAD to the process of converting fatty acyl CoA to acetyl CoA.","peroxisome",2993444,2995675,"reverse","Nucleus",0.00409231218810365,0.997071830241766,-0.311,0.345,0.0371,0.813,0.338400381722316,0.156325105197988,-0.55,0.443,-0.243,0.623
"612","AT5G09840.1","Putative endonuclease or glycosyl hydrolase;","mitochondrion",3058997,3061970,"forward","Nucleus",0.0298680124582204,0.820584155971276,-0.108,0.742,0.237,0.623,0.495035887909041,0.00431482708223615,-0.739,0.455,0.189,0.761
"613","AT5G10730.1","NAD(P)-binding Rossmann-fold superfamily protein;","mitochondrion",3390614,3393178,"reverse","Nucleus",-0.00352260756845684,0.998939767660952,-0.535,0.175,-0.136,0.74,0.14979993045113,0.261594361623728,-0.432,0.686,-0.0931,0.816
"614","AT5G10860.1","Cystathionine beta-synthase (CBS) family protein;","mitochondrion",3428891,3430470,"reverse","Nucleus",-0.0188485661713358,0.958339016153623,0.014,0.796,0.397,0.125,-0.213722124864715,0.182088269232248,0.273,0.746,0.4,0.342
"615","AT5G11520.1","aspartate aminotransferase 3;Encodes the chloroplastic isozyme of aspartate aminotransferase.  Involved in aspartate biosynthesis and nitrogen metabolism. mRNA is expressed in senescing leaves.","peroxisome",3685089,3687764,"reverse","Nucleus",0.00177732660984565,0.998939767660952,-0.276,0.528,0.0211,0.828,1.06469294127943,1.47822889036548e-11,-0.00258,0.881,0.16,0.769
"616","AT5G11770.1","NADH-ubiquinone oxidoreductase 20 kDa subunit, mitochondrial;","mitochondrion",3790806,3793000,"reverse","Nucleus",0.010256152273076,0.998022334505606,-0.921,0.16,-0.152,0.782,0.135588830626369,0.2252548150232,-1.61,0.238,-0.357,0.732
"617","AT5G11880.1","LYSA1","plastid",3827526,3829986,"reverse","Nucleus",0.0216562441839162,0.97415947121779,0.68,0.349,-0.561,0.424,0.169858957108543,0.14177679373026,0.262,0.84,-0.469,0.669
"618","AT5G11880.2","LYSA2","plastid",3827526,3829986,"reverse","Nucleus",0.0216562441839162,0.97415947121779,0.215,0.733,-0.341,0.686,0.169858957108543,0.14177679373026,-0.00147,0.881,-0.166,0.819
"619","AT5G13030.1","Chloroplast localized homolog of SELO. Loss of function mutants have reduced production of reactive oxygen species (ROS) and higher ROS scavenging.","plastid",4133204,4136688,"forward","Nucleus",0.0299738296190155,0.970224950517315,0.266,0.534,0.471,0.13,0.13806459923528,0.0522466097372888,0.24,0.798,0.251,0.676
"620","AT5G13420.1","Aldolase-type TIM barrel family protein;","plastid",4301792,4304312,"reverse","Nucleus",-0.0312103897938691,0.956156101149014,-0.117,0.778,1.07,0.182,-0.373815909206624,0.000103754435313279,-0.326,0.845,1.13,0.375
"621","AT5G13430.1","Ubiquinol-cytochrome C reductase iron-sulfur subunit","mitochondrion",4305125,4307513,"reverse","Nucleus",0.000575247416696099,0.999711578275955,-1.05,0.167,-0.306,0.714,0.183189188965779,0.0739272821523286,-0.858,0.675,-0.103,0.835
"622","AT5G13430.2","Ubiquinol-cytochrome C reductase iron-sulfur subunit.1","mitochondrion",4305125,4307513,"reverse","Nucleus",0.000575247416696099,0.999711578275955,-0.774,0.423,-0.306,0.735,0.183189188965779,0.0739272821523286,-0.36,0.836,-0.103,0.838
"623","AT5G13450.1","delta subunit of Mt ATP synthase;","mitochondrion",4310314,4312012,"reverse","Nucleus",0.0166220364184049,0.990872293254776,-1.1,0.307,0.0297,0.834,0.105009320270078,0.317948879429863,-1.57,0.542,0.0267,0.852
"624","AT5G13490.1","ADP/ATP carrier 2;Encodes mitochondrial ADP/ATP carrier","mitochondrion",4335639,4337680,"forward","Nucleus",0.0205532143901447,0.949871506224289,-1.03,0.574,-0.126,0.823,-0.161199647474754,0.448452998627748,-1.95,0.634,-0.272,0.828
"625","AT5G14040.1","phosphate transporter 3;1;","mitochondrion",4530643,4533070,"reverse","Nucleus",0.0239816983445557,0.984115068714682,-1.85,0.19,-0.209,0.806,-0.114432555907147,0.245543685997484,-2.08,0.562,-0.355,0.812
"626","AT5G14580.1","polyribonucleotide nucleotidyltransferase, putative;","mitochondrion",4697240,4703084,"reverse","Nucleus",0.0113412562412823,0.956156101149014,0.0141,0.799,1.06,0.00426,0.682786800559645,0.000270263066126654,0.783,0.544,0.928,0.124
"627","AT5G14590.1","Isocitrate/isopropylmalate dehydrogenase family protein;","mitochondrion",4703298,4706738,"reverse","Nucleus",0.0260254829832433,0.970224950517315,-0.167,0.673,-0.679,0.0162,0.109554587494707,0.283336156781543,-0.264,0.786,-0.541,0.266
"628","AT5G14780.1","formate dehydrogenase;Encodes a NAD-dependent formate dehydrogenase.","mitochondrion",4776943,4779494,"forward","Nucleus",0.0159528975067913,0.97415947121779,-0.329,0.174,-0.362,0.0639,-0.114596354757565,0.503415799599096,-0.306,0.626,-0.66,0.00603
"629","AT5G15090.1","voltage dependent anion channel 3;Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol.","mitochondrion",4889295,4891494,"reverse","Nucleus",0.0171170409671187,0.984115068714682,-1.84,0.111,0.0175,0.837,0.0338405803726687,0.883024889414617,-2.76,0.273,-0.206,0.828
"630","AT5G15980.1","Pentatricopeptide repeat (PPR) superfamily protein;","mitochondrion",5213081,5215620,"forward","Nucleus",-0.000283657114010487,0.999711578275955,0.73,0.0899,0.666,0.068,0.0960665265556224,0.644980991011427,0.475,0.699,0.148,0.795
"631","AT5G16660.1","Low-density receptor-like protein;(source:Araport11)","plastid",5465484,5467063,"reverse","Nucleus",0.015830874239188,0.98388428624281,-0.444,0.614,-0.0328,0.831,0.245866963332066,0.104997585667983,-0.65,0.756,-0.311,0.775
"632","AT5G16930.1","AAA-type ATPase family protein;","mitochondrion",5568393,5571859,"forward","Nucleus",0.0213046537812149,0.86627517775711,-0.284,0.582,-0.0904,0.79,0.37672675276737,0.0276906265525746,-0.898,0.358,0.289,0.689
"633","AT5G17560.1","BolA-like family protein;","plastid",5788454,5789923,"forward","Nucleus",0.0201058566209566,0.956156101149014,0.064,0.73,0.0203,0.819,0.13035305964075,0.467726187081786,-0.0018,0.88,0.174,0.618
"634","AT5G17770.1","NADH:cytochrome B5 reductase 1;Encodes NADH:cytochrome (Cyt) b5 reductase that displayed strict specificity to NADH for the reduction of a recombinant Cyt b5 (AtB5-A), whereas no Cyt b5 reduction was observed when NADPH was used as the electron donor.","endoplasmic,reticulum",5864251,5866709,"reverse","Nucleus",0.0105398424972997,0.998022334505606,0.00182,0.804,-0.147,0.785,-0.0442001051135678,0.57707076445548,-0.189,0.854,-0.274,0.773
"635","AT5G17920.1","Cobalamin-independent synthase family protein;Encodes a cytosolic cobalamin-independent methionine synthase, involved in methionine regeneration via the activated methyl cycle (SAM cycle). The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide.","cytosol",5935038,5939487,"forward","Nucleus",0.0865483967802392,0.707897390631697,-0.469,0.643,-0.114,0.811,0.0883371534945,0.423665600545001,-0.966,0.695,-0.283,0.799
"636","AT5G18380.1","RPS16C","cytosol",6090049,6090761,"reverse","Nucleus",0.0434752679088268,0.93605096232075,0.114,0.773,-0.00246,0.839,0.114242560079028,0.195498996077871,-0.404,0.821,-1.3,0.176
"637","AT5G18380.2","RPS16A","cytosol",6090049,6090761,"reverse","Nucleus",0.0434752679088268,0.93605096232075,-0.437,0.658,-0.00246,0.839,0.114242560079028,0.195498996077871,-0.82,0.739,-1.54,0.161
"638","AT5G18380.3","RPS16B","cytosol",6090049,6090761,"reverse","Nucleus",0.0434752679088268,0.93605096232075,0.158,0.757,-0.00246,0.839,0.114242560079028,0.195498996077871,-0.59,0.773,-1.58,0.0655
"639","AT5G18800.1","PGIV.1","mitochondrion,plastid",6267053,6268638,"forward","Nucleus",0.00610844393286095,0.998939767660952,-0.0967,0.772,-0.0363,0.828,-0.0762340990942132,0.53399690783071,-0.333,0.822,-0.0785,0.837
"640","AT5G18800.2","PGIV","mitochondrion,plastid",6267053,6268638,"forward","Nucleus",0.00610844393286095,0.998939767660952,-1.04,0.0245,-0.0363,0.825,-0.0762340990942132,0.53399690783071,-0.489,0.728,-0.0785,0.832
"641","AT5G19550.1","aspartate aminotransferase 2;Nitrogen metabolism. Major cytosolic isoenzyme controlling aspartate biosynthesis in the light.","cytosol",6598017,6601819,"forward","Nucleus",-0.00689620339079752,0.998022334505606,-0.196,0.682,-0.0123,0.834,-0.0086569869539481,0.966997947403052,0.0229,0.877,-0.0686,0.832
"642","AT5G19760.1","Mitochondrial substrate carrier family protein;","mitochondrion",6679306,6682001,"reverse","Nucleus",0.0220251046852238,0.978892720384414,-2.79,0.0111,-0.165,0.81,0.23683502204707,0.000560170939563244,-3.35,0.171,-0.253,0.823
"643","AT5G20080.1","FAD/NAD(P)-binding oxidoreductase;","mitochondrion",6782566,6786664,"forward","Nucleus",0.00738673723119745,0.998939767660952,-0.705,0.00011,-0.0883,0.723,-0.00730867660180855,0.965815029435416,-0.721,0.0717,-0.0614,0.809
"644","AT5G20090.1","Uncharacterised protein family (UPF0041);","mitochondrion,plasma,membrane",6787009,6788637,"reverse","Nucleus",0.0015697858958083,0.999108352988235,-0.163,0.718,-0.059,0.813,-0.0492045509604548,0.776792662513442,0.0237,0.877,-0.0821,0.829
"645","AT5G20720.1","chaperonin 20;Encodes a chloroplast co-chaperonin with similarity to CPN21 from spinach, E.coli GroES.","plastid",7014669,7016481,"forward","Nucleus",0.0183126047278829,0.970224950517315,-0.352,0.692,0.746,0.406,0.397908628609915,0.00131525345125386,-0.693,0.768,-0.691,0.623
"646","AT5G22350.1","Protein of unknown function (DUF1022);","mitochondrion",7397386,7400937,"reverse","Nucleus",0.0349141473274447,0.944008681443894,-0.0288,0.793,-0.119,0.775,0.114020110140654,0.254170715964265,-0.5,0.698,-0.294,0.702
"647","AT5G23060.1","calcium sensing receptor;Encodes a  chloroplast-localized protein that modulates cytoplasmic Ca2+ concentration and is crucial for proper stomatal regulation in response to elevations of external Ca2+.","plastid",7736590,7738535,"reverse","Nucleus",0.0117005917563626,0.98388428624281,-0.267,0.642,0.116,0.783,0.382228861451135,0.0185293552675729,-1.07,0.334,-0.381,0.647
"648","AT5G23140.1","nuclear-encoded CLP protease P7;One of several nuclear-encoded ClpPs (caseinolytic protease). Contains a highly conserved catalytic triad of Ser-type proteases (Ser-His-Asp). The name reflects nomenclature described in Adam et. al (2001).","mitochondrion",7783738,7785497,"forward","Nucleus",-4.34647416907186,1.49059419347852e-163,-5.45,4.74e-14,-4.94,2.97e-14,-4.73191077428978,1.8633896145851e-181,-5.33,7.79e-14,-5.65,5.04e-14
"649","AT5G23250.1","Succinyl-CoA ligase, alpha subunit;","mitochondrion",7830360,7832843,"forward","Nucleus",0.0325124326370856,0.874703280272726,-0.00921,0.804,-0.235,0.805,0.102138605118733,0.543313444084138,-0.407,0.856,0.368,0.816
"650","AT5G23300.1","pyrimidine d;dihydroorotate dehydrogenase, catalyses fourth step of pyrimidine biosynthesis","mitochondrion",7847587,7850404,"reverse","Nucleus",0.0258405998159804,0.949504117480265,0.193,0.693,-0.0711,0.806,0.223991880852695,0.123939290156622,-0.315,0.798,0.135,0.807
"651","AT5G24165.1","hypothetical protein;(source:Araport11)","mitochondrion",8188560,8189276,"forward","Nucleus",0.00920872107039174,0.998022334505606,-0.0664,0.729,-0.191,0.401,0.261351443230296,0.0271614547068207,-0.208,0.732,-0.1,0.761
"652","AT5G25940.1","early nodulin-related;","mitochondrion",9054122,9055251,"reverse","Nucleus",-0.0270548637153053,0.958138878452492,-0.631,0.286,0.00655,0.837,-0.21588200029994,0.0481779778932233,-0.52,0.737,0.0752,0.835
"653","AT5G26260.1","TRAF-like family protein;","extracellular",9200463,9202400,"forward","Nucleus",-0.00547586467011028,0.995758810089838,-0.488,0.621,-0.869,0.285,-1.377359055254,1.98002871204205e-06,-0.492,0.813,-1.18,0.309
"654","AT5G26280.1","TRAF-like family protein;","extracellular",9208711,9210572,"forward","Nucleus",-0.0195969480999503,0.617760542719637,-0.442,0.658,-0.285,0.752,-1.31363084571391,0.000103610281862019,-0.232,0.857,-1.74,0.0977
"655","AT5G26780.1","serine hydroxymethyltransferase 2;Encodes a protein with serine hydroxymethyltransferase activity which is thought to be localized in the mitochondrial matrix. SHM2 expression fails to rescue the conditional lethal phenotype of the shm1-1 mutant, defective in SHM1.","mitochondrion",9418195,9422156,"forward","Nucleus",-0.00825923041448189,0.98388428624281,0.348,0.144,0.384,0.0471,-0.0438784702206578,0.871126695662895,0.299,0.638,0.326,0.321
"656","AT5G26860.1","lon protease 1;Encodes a member of the Lon protease-like proteins (Lon1/At5g26860, Lon2/At5g47040, Lon3/At3g05780, Lon4/At3g05790).  Lon is a multifunctional ATP-dependent protease which exists in bacteria, archaea and within organelles in eukaryotic cells.  Lon proteases are responsible for the degradation of abnormal, damaged and unstable proteins.","mitochondrion",9451048,9457000,"forward","Nucleus",0.0402821671616938,0.775218129121247,0.0322,0.775,-0.392,0.0327,0.330201920258008,0.0175936655368232,0.118,0.823,-0.136,0.717
"657","AT5G27540.1","MIRO-related GTP-ase 1;Encodes a protein with similarity to GTPases that is localized to the mitochondrion. Involved in embryogenesis, pollen tube growth and required for mitochondrial development.","mitochondrion,cytosol",9722425,9727454,"forward","Nucleus",0.000684557213127503,0.998939767660952,0.323,0.695,-0.298,0.73,-0.12036644690164,0.353063217854275,0.617,0.776,-0.332,0.774
"658","AT5G27600.1","long-chain acyl-CoA synthetase 7;Encode peroxisomal long-chain acyl-CoA synthetase. Activates fatty acids for further metabolism. Interacts with PEX5.","peroxisome",9742576,9747005,"forward","Nucleus",0.0091297607196014,0.989686861006954,0.0796,0.775,0.061,0.817,0.61460013776435,6.81705043553169e-06,-0.0882,0.868,0.293,0.743
"659","AT5G28540.1","heat shock protein 70 (Hsp 70) family protein;Encodes the luminal binding protein BiP, an ER-localized member of the HSP70 family.  BiP is composed of an N-terminal ATP binding domain and a C-terminal domain that binds to hydrophobic patches on improperly/incompletely folded proteins in an ATP-dependent manner. Involved in polar nuclei fusion during proliferation of endosperm nuclei.","endoplasmic,reticulum",10540460,10543375,"reverse","Nucleus",0.0073537443793331,0.998022334505606,-1.22,0.142,-0.153,0.796,-0.272957044738015,0.0586029335121382,-1.08,0.621,0.0446,0.848
"660","AT5G35360.1","acetyl Co-enzyme a carboxylase biotin carboxylase subunit;Encodes biotin carboxylase subunit (CAC2).","plastid",13584158,13588496,"forward","Nucleus",0.0396781718419575,0.956156101149014,-0.288,0.523,-0.616,0.046,0.138313070816853,0.151900061596555,-0.698,0.443,-0.0761,0.824
"661","AT5G35530.1","RPS3A","cytosol",13710111,13712288,"reverse","Nucleus",0.00814800078499455,0.998022334505606,0.619,0.416,0.0421,0.827,0.0886547859842127,0.182852384993682,0.00821,0.88,-1.04,0.232
"662","AT5G35530.2","RPS3B","cytosol",13710111,13712288,"reverse","Nucleus",0.00814800078499455,0.998022334505606,-0.017,0.8,0.0421,0.828,0.0886547859842127,0.182852384993682,0.18,0.859,-1.18,0.231
"663","AT5G35530.3","RPS3C","cytosol",13710111,13712288,"reverse","Nucleus",0.00814800078499455,0.998022334505606,0.255,0.729,0.0421,0.829,0.0886547859842127,0.182852384993682,-0.0677,0.874,-1.09,0.348
"664","AT5G35630.1","glutamine synthetase 2;chloroplastic glutamine synthetase","plastid",13830746,13833451,"forward","Nucleus",0.00186932857847295,0.998022334505606,-0.0527,0.788,0.284,0.694,0.248845247802121,0.16503467735204,-0.832,0.616,-0.363,0.722
"665","AT5G37510.1","NADH-ubiquinone dehydrogenase, mitochondrial, putative;Encodes a subunit of the 400 kDa subcomplex of the mitochondrial NADH dehydrogenase (complex I).  The protein has been isolated in the male gametophyte.","mitochondrion",14897410,14900647,"forward","Nucleus",0.0246314042948324,0.951466818789775,2.8,4.41e-08,0.353,0.654,0.144525245010521,0.260902709074653,2.96,0.00304,0.346,0.743
"666","AT5G38410.1","RBCS-1B","plastid",15377173,15378416,"reverse","Nucleus",0.000709630385922495,0.999108352988235,-2.6,0.0484,-0.253,0.798,0.945982158006566,0.000594896129829563,-1.53,0.692,-0.085,0.847
"667","AT5G38410.2","RBCS-2B","plastid",15377173,15378416,"reverse","Nucleus",0.000709630385922495,0.999108352988235,-2.31,0.0382,-1.12,0.355,0.945982158006566,0.000594896129829563,-1.41,0.668,-1.24,0.496
"668","AT5G38410.3","RBCS-3B","plastid",15377173,15378416,"reverse","Nucleus",0.000709630385922495,0.999108352988235,-2.55,0.0754,0.0421,0.834,0.945982158006566,0.000594896129829563,-1.99,0.614,-0.27,0.827
"669","AT5G38530.1","tryptophan synthase beta type 2;","plastid",15424038,15426470,"forward","Nucleus",-0.00586429845917487,0.998022334505606,-0.104,0.778,-0.879,0.229,0.0391120625074146,0.865326078775763,-1.29,0.528,-0.699,0.588
"670","AT5G40650.1","succinate dehydrogenase 2-2;One of three isoforms of the iron-sulfur component of the succinate dehydrogenase complex, a component of the mitochondrial respiratory chain complex II. The product of the nuclear encoded gene is imported into the mitochondrion.  Expressed during germination and post-germinative growth.","mitochondrion",16281404,16283527,"forward","Nucleus",0.0107112381544775,0.98388428624281,-0.0242,0.798,-0.0581,0.822,0.089457421036316,0.685521870741898,0.473,0.797,-0.0039,0.855
"671","AT5G40660.1","ATP12 protein-related;","mitochondrion",16283508,16285326,"reverse","Nucleus",0.010842335031282,0.99410749610758,1.38,0.0162,-0.853,0.114,0.179090701405391,0.211699857771432,1.45,0.291,-0.127,0.824
"672","AT5G40770.1","prohibitin 3;prohibitin 3","mitochondrion",16314850,16316719,"reverse","Nucleus",0.0908189546160287,0.679517541878353,-1.3,0.49,0.0887,0.828,0.196857182794084,0.0492623561320121,-2.33,0.581,0.291,0.827
"673","AT5G40810.1","Cytochrome C1 family;","mitochondrion,endoplasmic,reticulum,vacuole",16339893,16342644,"forward","Nucleus",0.0143503711491283,0.997277693296206,-1.05,0.176,-0.0099,0.837,0.0929952044789575,0.349852145124468,-1.63,0.327,-0.11,0.834
"674","AT5G40930.1","translocase of outer membrane 20-4;Form of TOM20, which is a component of the TOM complex  involved in transport of nuclear-encoded mitochondrial proteins","mitochondrion",16404457,16406002,"forward","Nucleus",-0.00258563897888436,0.998939767660952,-0.606,0.425,-0.124,0.796,0.246303161279618,0.185189963274677,-0.644,0.728,-0.136,0.823
"675","AT5G41210.1","glutathione S-transferase THETA 1;Encodes glutathione transferase belonging to the theta class of GSTs. Naming convention according to Wagner et al. (2002).","peroxisome",16492320,16493994,"reverse","Nucleus",0.00326504713682171,0.998939767660952,-0.298,0.69,0.114,0.804,0.0055258343524819,0.972196769600341,-0.347,0.828,-0.107,0.833
"676","AT5G41670.1","6-phosphogluconate dehydrogenase family protein;","mitochondrion",16665283,16667171,"reverse","Nucleus",0.00217883228966406,0.998939767660952,0.0258,0.795,0.542,0.247,-0.166469831751525,0.395939455780557,-0.548,0.695,0.167,0.796
"677","AT5G41970.1","Metal-dependent protein hydrolase;","mitochondrion",16791182,16793257,"forward","Nucleus",0.027054361838952,0.970224950517315,0.0969,0.776,0.249,0.737,0.032343893247055,0.834446730199232,0.0956,0.869,-0.314,0.764
"678","AT5G42150.1","Glutathione S-transferase family protein;","mitochondrion",16846150,16848279,"forward","Nucleus",0.0104542506245237,0.998022334505606,-0.421,0.475,0.000577,0.839,-0.0705779194616237,0.656803075404283,-0.56,0.687,0.0226,0.85
"679","AT5G42890.1","sterol carrier protein 2;","peroxisome",17194197,17196032,"reverse","Nucleus",0.0155385276231622,0.956156101149014,-1.06,0.434,0.317,0.77,1.35713878639664,3.70364196042311e-13,-0.266,0.86,0.728,0.708
"680","AT5G43430.1","electron transfer flavoprotein beta;Encodes the electron transfer flavoprotein ETF beta, a putative subunit of the mitochondrial electron transfer flavoprotein complex (ETF alpha is At1g50940) in Arabidopsis.  Mutations of the ETF beta gene result in accelerated senescence and early death compared to wild-type during extended darkness.  Also involved in the catabolism of leucine and chlorophyll degradation pathway activated during darkness-induced carbohydrate deprivation.","mitochondrion,cytosol",17453598,17455296,"forward","Nucleus",-0.000863657735139518,0.998939767660952,-0.662,0.542,-0.272,0.76,0.0150425869715322,0.958762779527561,0.531,0.813,-0.435,0.756
"681","AT5G43940.1","GroES-like zinc-binding dehydrogenase family protein;Encodes a glutathione-dependent formaldehyde dehydrogenase (also known as class III type alcohol dehydrogenase) reduces S-nitrosoglutathione (GSNO), the condensation product of glutathione and NO, that is a naturally occurring NO reservoir and also a reactive nitrogen intermediate. Gene expression is reduced by wounding and induced by salicylic acid. Is required for the acclimation of plants to high temperature and for fertility.","peroxisome,cytosol",17684191,17686528,"forward","Nucleus",0.0478252142350809,0.891803283470985,-1.8,0.266,0.416,0.769,0.12718023482684,0.154965261325757,-1.15,0.78,0.241,0.832
"682","AT5G43970.1","translocase of outer membrane 22-V;Subunit of the TOM complex, a translocase in the outer mitochondrial membrane that selectively allows proteins with a mitochondrial targeting sequence to enter the mitochondrion.","mitochondrion",17692807,17693403,"forward","Nucleus",0.0150917291044296,0.978676730140782,-0.995,0.152,-0.119,0.8,0.165339638935529,0.297749579729712,-1.53,0.311,0.148,0.821
